,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
0,Casa,,Córdoba,Manantiales,San Antonio 2400,,,,,,,3.0,3.0,2.0,,250,180,240000.0
1,Casa,,Córdoba,Jardín,Tupac Amaru 3100,,,,,50,,3.0,2.0,0.0,,190,,0.0
2,Casa,,Córdoba,Jardín,CARIFEO 3625,,,,,10,,3.0,2.0,,,375,175,0.0
3,Casa,,Córdoba,URCA,Saturnino Segurola 1217,,,,,30,,3.0,3.0,2.0,,250,486,280000.0
4,Casa,,Córdoba,Argüello,Av. Recta Martinolli 8800,,,,,A estrenar,,3.0,2.0,,,250,156,1.0
5,Casa,,Córdoba,Córdoba,Av Ciudad de Valparaiso 4339,,,,,5,,3.0,4.0,,,1000,376,650000.0
6,Casa,,Córdoba,Jardín,CELSO BARRIOS 1500,,,,,,,3.0,3.0,2.0,,1000,400,850000.0
7,Casa,,Córdoba,Manantiales,San Antonio 2400,,,,,,,3.0,3.0,2.0,,250,180,240000.0
8,Casa,,Córdoba,Manantiales,San Antonio 2400,,,,,,,3.0,3.0,2.0,,300,192,270000.0
9,Casa,,Punilla,Punilla,Excelente Emprendimiento! 4 Amb. Piscina y Cochera!!,,,,,En construcción,,2.0,,,,500,105,150000.0
10,Casa,,La Calera,La Estanzuela,Casa en Country Gran Cordoba,,,,,6,,3.0,4.0,2.0,,500,382,270000.0
11,Casa,,Córdoba,Camino a San Carlos,Fortin del Pozo 100,,,,,8,,3.0,3.0,3.0,,330,330,650000.0
12,Casa,,Villa Allende,Villa Allende.,La Paloma 100,,,,,5,,3.0,2.0,2.0,,1380,217,290000.0
13,Casa,,Córdoba,Manantiales,San Antonio 2400,,,,,,,3.0,2.0,,,250,120,180000.0
14,Casa,,Córdoba,Córdoba,ANTA 891,,,,,25,,2.0,,,,266,207,165000.0
15,Casa,,Córdoba,asa DE Categoria ,Villa Belgrano ,,,,,6,,4.0,4.0,4.0,,1250,550,480000.0
16,Casa,,Córdoba,Villa Belgrano,Ramón y Cajal 5600,,,,,20,,4.0,3.0,2.0,,395,210,230000.0
17,Casa,,Villa Allende,Cumbres de Villa Allende,cerro incahuasi 1090,,,,,10,,3.0,,,,180,125,103000.0
18,Casa,,Córdoba,Manantiales,Cruz Roja y Rio Negro. Parada 7,,,,,En construcción,,3.0,,,,144,127,0.0
19,Casa,,Córdoba,Poeta Lugones,Betinoti   3100,,,,,,,3.0,2.0,,,180,160,169000.0
20,Casa,,Alta Gracia,Córdoba,EL ARADO 100,,,,,,,3.0,3.0,,,290,290,340000.0
21,Casa,,Córdoba,Villa Belgrano,Ramon y Cajal 5600,,,,,15,,4.0,3.0,2.0,,250,250,250000.0
22,Casa,,La Calera,Cuesta Colorada,Los Claveles 2200,,,,,1,,2.0,,,,98,86,74000.0
23,Casa,,Alta Gracia,El Potrerillo de Larreta,pellegrini 700,,,,,8,,3.0,4.0,6.0,,7089,696,2000000.0
24,Casa,,Córdoba,Valle Escondido ,Republica de china  900,,,,,,,3.0,4.0,3.0,,360,330,300000.0
25,Casa,,Córdoba,URCA,Mayor Arruabarrena 1070,,,,,30,,4.0,4.0,,,819,448,395000.0
26,Casa,,Mendiolaza,Las Corzuelas,E 53 Las Corzuelas ,,,,,A estrenar,,3.0,3.0,2.0,,1560,217,230000.0
27,Casa,,Córdoba,Valle Escondido ,Rossen Barrio Privado - Tipologia C 3 Dormitorios,,,,,En construcción,,3.0,2.0,2.0,,175,125,0.0
28,Casa,,Villa Allende,San Isidro,Padre Luchesse,,,,,6,,3.0,3.0,2.0,,615,250,320000.0
29,Casa,,Villa Allende,Terrazas de Villa Allende,Mazarron 223,,,,,4,,3.0,,0.0,,720,137,115979.0
30,Casa,,Córdoba,El Bosque,Av. los alamos S/número,,,,,14,,4.0,4.0,,,2279,498,850000.0
31,Casa,,Córdoba,Valle Escondido ,av republica china,,,,,1,,3.0,3.0,,,360,214,0.0
32,Casa,,Córdoba,Santina Norte,Republica de china  6000,,,,,,,3.0,3.0,2.0,,638,206,355000.0
33,Casa,,Córdoba,Miradores de Manantiales,San Antonio 2400,,,,,,,3.0,3.0,2.0,,250,187,250000.0
34,Casa,,Córdoba,Villa Cabrera,Ricardo Pedroni 1900,,,,,70,,3.0,3.0,2.0,,280,280,325000.0
35,Casa,,Córdoba,Jardín del sur,Av Velez Sarsfield 4100,,,,,,,4.0,2.0,2.0,,475,280,300000.0
36,Casa,,Córdoba,Camino a San Carlos,Av. Ohiggins  6000,,,,,A estrenar,,3.0,3.0,,,194,149,220000.0
37,Casa,,Córdoba,Jardín,CELSO BARRIOS 1500,,,,,,,3.0,4.0,,,400,400,630000.0
38,Casa,,Córdoba,Miradores de Manantiales,San Antonio 2400,,,,,,,3.0,3.0,2.0,,250,198,250000.0
39,Casa,,Córdoba,Villa Belgrano,Av. Recta Martinolli 7000,,,,,10,,3.0,,2.0,,300,150,240000.0
40,Casa,,Río Ceballos,Villa Catalina,E53 Km 10,,,,,A estrenar,,3.0,2.0,,,508,109,145000.0
41,Casa,,Córdoba,Córdoba,Country Manantiales |,,,,,A estrenar,,4.0,4.0,2.0,,1000,330,550000.0
42,Casa,,Córdoba,Villa Belgrano,Villa Belgrano Housing 3 Dormitorios Planta Baja,,,,,A estrenar,,3.0,2.0,2.0,,260,170,220000.0
43,Casa,,Córdoba,Córdoba,Cap. Castagnari 5700,,,,,En construcción,,3.0,2.0,,,141,117,175000.0
44,Casa,,Córdoba,La Rufina,La Rufina 1,,,,,5,,3.0,2.0,0.0,,926,320,530000.0
45,Casa,,Córdoba,Villa Warcalde,ricardo santos ,,,,,4,,4.0,3.0,2.0,,400,250,480000.0
46,Casa,,Córdoba,Córdoba,Valle Escondido Oportunidad Casa 3 Dorm  Barrio El Prado,,,,,2,,3.0,3.0,2.0,,660,310,1.0
47,Casa,,Villa Carlos Paz,Villa Carlos Paz,SALTA,,,,,50,,4.0,,2.0,,800,220,280000.0
48,Casa,,Córdoba,Argüello,Huayna 7400,,,,,1,,3.0,4.0,4.0,,778,400,0.0
49,Casa,,Córdoba,Ayacucho,JUSTO ARGÜELLO 1600,,,,,50,,2.0,2.0,,,300,160,80000.0
50,Casa,,La Calera,La Estanzuela,La Estanzuela Jorge Luis Borges 400,,,,,5,,4.0,4.0,2.0,,500,382,270000.0
51,Casa,,Córdoba,Villa Belgrano,Ramon y Cajal 4800,,,,,25,,5.0,4.0,2.0,,395,215,0.0
52,Casa,,Córdoba,Villa Warcalde,Altos de Warcalde - Ricardo Santos 10460,,,,,5,,4.0,3.0,2.0,,405,247,480000.0
53,Casa,,Córdoba,Miradores de Manantiales,San Antonio 1300,,,,,,,2.0,3.0,,,125,122,135000.0
54,Casa,,Córdoba,Claros del Bosque,Celso Barrios 3500,,,,,,,3.0,3.0,,,120,120,145000.0
55,Casa,,Córdoba,Cañuelas Country Golf,Las cañuelas country ,,,,,,,,,,,,,950000.0
56,Casa,,Villa Allende,La Paloma,mendoza,,,,,15,,5.0,4.0,2.0,,1600,400,348000.0
57,Casa,,Mendiolaza,Mendiolaza,01  100,,,,,,,3.0,3.0,2.0,,1100,234,340000.0
58,Casa,,Alta Gracia,Alta Gracia,Anisacate,,,,,5,,3.0,2.0,2.0,,800,210,250000.0
59,Casa,,Córdoba,Córdoba,Fincas del Sur 2 ,,,,,,,,,,,,,435000.0
60,Casa,,La Calera,Los Prados 2,CERVANTES,,,,,A estrenar,,2.0,,,,95,85,55000.0
61,Casa,,Córdoba,Poeta Lugones,Raul Casariego   4400,,,,,9,,3.0,2.0,,,250,233,180000.0
62,Casa,,La Falda,La Falda,Av. Patria 900/908,,,,,16,,4.0,3.0,4.0,,2500,375,420000.0
63,Casa,,Villa Allende,San Isidro,Av. Padre Luchesse 100,,,,,10,,3.0,4.0,3.0,,900,320,360000.0
64,Casa,,Villa Carlos Paz,Villa Carlos Paz,ruta 20,,,,,5,,2.0,2.0,2.0,,320,92,55000.0
65,Casa,,Villa Allende,Chacras de la Villa,Luchesse,,,,,6,,4.0,3.0,2.0,,1000,360,365000.0
66,Casa,,Córdoba,Claros del Bosque,CELSO BARRIOS  3500,,,,,,,3.0,2.0,3.0,,360,200,335000.0
67,Casa,,Córdoba,Córdoba,Ohiggins ,,,,,,,,,,,,,235000.0
68,Casa,,Villa Allende,Villa Allende Centro,Urquiza ,,,,,95,,5.0,5.0,,,1980,410,0.0
69,Casa,,Córdoba,v. O'Higgins ,Greenville 2,,,,,,,,,,,,,230000.0
70,Casa,,La Calera,La Calera,Ejercito Argentino  500,,,,,,,3.0,2.0,,,140,140,135000.0
71,Casa,,Río Ceballos,Villa Catalina,e53,,,,,A estrenar,,2.0,,,,500,135,0.0
72,Casa,,Córdoba,Villa Belgrano,Federico Hopkins ,,,,,A estrenar,,3.0,3.0,,,200,160,0.0
73,Casa,,Córdoba,Cañuelas Country Golf,Las cañuelas country ,,,,,,,,,,,,,890000.0
74,Casa,,Córdoba,Villa Rivera Indarte,La catalina ,,,,,,,,,,,,,125000.0
75,Casa,,Córdoba,Alberdi,Misiones ,,,,,54,,0.0,3.0,,,245,247,1.0
76,Casa,,Córdoba,v. Ejército Argentino  ,Las Delicias,,,,,,,,,,,,,600000.0
77,Casa,,Villa Allende,San Isidro,Av. Padre Luchesse km,,,,,5,,4.0,3.0,2.0,,1017,320,360000.0
78,Casa,,Potrero de Garay,Potrero de Garay,Potrero de Garay,,,,,4,,3.0,2.0,0.0,,914,88,0.0
79,Casa,,Córdoba,Las Tejas del Sur,Melincué,,,,,,,,,,,,,195000.0
80,Casa,,Córdoba,Manantiales,MIRADORES DE MANANTIALES 100,,,,,A estrenar,,3.0,3.0,2.0,,200,200,250000.0
81,Casa,,Villa Carlos Paz,Villa Carlos Paz,Villa del Lago,,,,,40,,3.0,3.0,2.0,,1400,255,280000.0
82,Casa,,Córdoba,Argüello,La Catalina -villa Rivera Indarte,,,,,3,,3.0,3.0,,,180,150,200000.0
83,Casa,,Río Ceballos,OTE 33 100,MANZANA 24,,,,,A estrenar,,2.0,,,,99,85,85000.0
84,Casa,,Córdoba,URCA,José Roque Funes 1100,,,,,10,,3.0,2.0,0.0,,1000,200,550000.0
85,Casa,,Córdoba,Poeta Lugones,Cortazar 4522,,,,,33,,4.0,2.0,,,280,180,145000.0
86,Casa,,Córdoba,Alejandro Centeno,MARTIN FIERRO 4200,,,,,50,,3.0,,,,410,180,179000.0
87,Casa,,Córdoba,Centro,Centro Artigas 125,,,,,49,,4.0,3.0,0.0,,250,257,390000.0
88,Casa,,Córdoba,Manantiales,San Antonio 2400,,,,,,,3.0,2.0,,,125,104,150000.0
89,Casa,,Villa Carlos Paz,Villa Carlos Paz,Roque Saenz Peña 500,,,,,50,,2.0,2.0,2.0,,233,78,125000.0
90,Casa,,Córdoba,Jardín,country del jockey ,,,,,,,,,,,,,440000.0
91,Casa,,Villa Allende,Casonas del Golf,Av. Argentina 500,,,,,3,,3.0,3.0,2.0,,675,190,205000.0
92,Casa,,Villa Allende,La Herradura,Consultar dirección,,,,,6,,4.0,4.0,2.0,,1500,377,380000.0
93,Casa,,Córdoba,Paso de los Andes,Mariano Moreno 500,,,,,,,3.0,3.0,2.0,,312,312,220000.0
94,Casa,,Córdoba,Villa Rivera Indarte,Laguna Honda,,,,,15,,3.0,3.0,5.0,,600,230,159000.0
95,Casa,,Córdoba,Cerro de las Rosas,Martel de los Rios 2000,,,,,28,,5.0,5.0,2.0,,905,519,0.0
96,Casa,,Córdoba,Cerro de las Rosas,Roque Ferreyra 1400,,,,,45,,3.0,3.0,,,818,243,265000.0
97,Casa,,Córdoba,Los Boulevares,Av. Padre Antonio Maria Claret 5700,,,,,7,,3.0,3.0,2.0,,360,242,0.0
98,Casa,,Córdoba,Miradores de Manantiales,Duplex en Venta 2 Dormitorios - Miradores de Manantiales con Cochera. A Estrenar,,,,,A estrenar,,2.0,3.0,,,135,135,140000.0
99,Casa,,Córdoba,Córdoba,Maria Curie 3100,,,,,5,,3.0,2.0,,,120,100,65000.0
100,Casa,,Córdoba,Miradores de Manantiales,San Antonio ,,,,,A estrenar,,3.0,2.0,2.0,,250,200,245000.0
101,Casa,,Córdoba,Valle Escondido ,Las Piedras Housing Privado,,,,,En construcción,,2.0,2.0,2.0,,200,120,1.0
102,Casa,,Villa Carlos Paz,Villa Carlos Paz,Roque Saenz Peña 1000,,,,,,,3.0,2.0,,,467,197,300000.0
103,Casa,,Córdoba,Cerro de las Rosas,Fray Mocho 2500,,,,,28,,4.0,2.0,3.0,,300,185,163000.0
104,Casa,,Córdoba,Luis Güemes al 8500,Córdoba  3 dormitorios,,,,,1,,3.0,3.0,,,360,190,11111.0
105,Casa,,Córdoba,Tablada Park,Tablada Park Juan Cruz Varela 2245,,,,,,,,,,,,,300000.0
106,Casa,,Villa Allende,Villa Allende Parque,Av. Perón 223,,,,,A estrenar,,2.0,,,,250,110,120000.0
107,Casa,,Villa Allende,Villa Allende,Country San Alfonso,,,,,4,,4.0,3.0,2.0,,755,420,450000.0
108,Casa,,Córdoba,Chacra del Norte,Dúplex en Venta 2 Dormitorios en Chacra del Norte con Renta,,,,,A estrenar,,2.0,3.0,,,110,110,148000.0
109,Casa,,Villa Allende,illa Allende,Los Tamariscos - La Herradura,,,,,15,,3.0,2.0,2.0,,2109,256,290000.0
110,Casa,,Córdoba,Argüello,Huayna 7491,,,,,18,,3.0,2.0,4.0,,800,242,160000.0
111,Casa,,Córdoba,Manantiales,Cruz Roja y Rio Negro. Parada 6,,,,,A estrenar,,3.0,2.0,0.0,,62,62,0.0
112,Casa,,Córdoba,Parque Chacabuco,Juramento ,,,,,,,,,,,,,420000.0
113,Casa,,Córdoba,Argüello,Recta Martinolli 8000 Casa 3 Dorm Para Desarrollo,,,,,50,,3.0,3.0,2.0,,900,300,300000.0
114,Casa,,Córdoba,Córdoba,SICILIA CASI RIO NEGRO 0,,,,,,,,,,,,,160000.0
115,Casa,,Córdoba,Valle Escondido ,av republica china,,,,,1,,3.0,2.0,2.0,,600,300,0.0
116,Casa,,Córdoba,La Catalina Urbanizacion Residencial,La Catalina lote 18,,,,,A estrenar,,3.0,2.0,,,180,115,150000.0
117,Casa,,Alta Gracia,Córdoba,URITORCO 100,,,,,,,3.0,3.0,,,190,190,350000.0
118,Casa,,Villa General Belgrano,Villa General Belgrano,villa general belgrano,,,,,10,,3.0,3.0,2.0,,1000,300,0.0
119,Casa,,Córdoba,Córdoba,Angel Peñaloza 4100,,,,,A estrenar,,3.0,,0.0,,363,125,250000.0
120,Casa,,La Falda,La Falda,9 DE JULIO 1188,,,,,45,,3.0,3.0,,,800,200,185000.0
121,Casa,,Córdoba,Córdoba,Finocchietto 800,,,,,A estrenar,,3.0,3.0,,,500,115,89948.0
122,Casa,,Córdoba,Cerro de las Rosas,beverina 1987,,,,,50,,3.0,3.0,,,445,136,195000.0
123,Casa,,Córdoba,Argüello,Ana Aslan  7600,,,,,15,,5.0,0.0,0.0,,357,227,220000.0
124,Casa,,Aldea Santa María,Aldea Santa María,Siete Soles - Verandas,,,,,A estrenar,,3.0,3.0,3.0,,600,200,379999.0
125,Casa,,Aldea Santa María,a Bolsa - Sierras de Córdoba,Bs As Esq. Santa Cruz,,,,,18,,3.0,2.0,2.0,,1500,120,170000.0
126,Casa,,calamuchita,calamuchita,La Pedrera Housing - La Calera,,,,,A estrenar,,2.0,2.0,,,120,90,0.0
127,Casa,,Córdoba,Alta Córdoba,Ramirez de Arellano 814,,,,,40,,2.0,2.0,0.0,,204,128,100000.0
128,Casa,,Villa Allende,Cumbres de Villa Allende,Estancia Q2 - Los Alamos,,,,,A estrenar,,3.0,4.0,2.0,,1106,400,0.0
129,Casa,,Punilla,Punilla,Ruben Dario 400,,,,,70,,4.0,3.0,,,2300,350,320000.0
130,Casa,,Córdoba,Córdoba,Roberto Barany 5900,,,,,2,,3.0,2.0,2.0,,300,165,195000.0
131,Casa,,Córdoba,Manantiales,San Antonio 1296,,,,,8,,4.0,4.0,,,1000,377,520000.0
132,Casa,,Córdoba,Miradores de Manantiales,Miradores de Manantiales. Duplex de 2 Dormitorio (mas un Tercer Dormitorio o Escritorio),,,,,A estrenar,,3.0,,2.0,,125,115,160000.0
133,Casa,,Unquillo,Unquillo,Unquillo - Alberdi 289,,,,,10,,3.0,2.0,2.0,,285,185,129000.0
134,Casa,,Córdoba,Colón,Provincias Vascongadas 2219,,,,,36,,3.0,2.0,,,180,130,120000.0
135,Casa,,Córdoba,Country Las Marías,Country las marias,,,,,10,,4.0,4.0,2.0,,1500,380,535000.0
136,Casa,,Córdoba,Villa Belgrano,Villa Belgrano  Hermosa Casa 3 Dorm Barany  5800,,,,,15,,0.0,0.0,0.0,,880,360,355000.0
137,Casa,,Córdoba,Córdoba,Country La Santina,,,,,3,,3.0,3.0,2.0,,1500,580,800000.0
138,Casa,,Tanti,Tanti,BELGRANO 594,,,,,30,,2.0,0.0,2.0,,450,150,95000.0
139,Casa,,Córdoba,xcelente Calidad Constructiva,La Rufina - Casa de 3 Dorm a Estrenar Central Terreno Plano ,,,,,,,,,,,,,450000.0
140,Casa,,Córdoba,Cinco Lomas,av los alamos 1000,,,,,3,,3.0,2.0,,,570,180,260000.0
141,Casa,,Córdoba,General Bustos,saravia 400,,,,,7,,2.0,,,,67,50,68000.0
142,Casa,,Villa Allende,Villa Allende,Nuestra Señora de la Consolacion 100,,,,,11,,3.0,2.0,,,700,165,180000.0
143,Casa,,Córdoba,Argüello,Av. Ricardo Rojas 7400,,,,,,,2.0,2.0,,,150,118,190000.0
144,Casa,,Córdoba,Matienzo, Fortin 3500,,,,,35,,3.0,2.0,2.0,,300,175,130000.0
145,Casa,,La Cumbre,La Cumbre,Cordoba 700,,,,,45,,2.0,,0.0,,500,100,75000.0
146,Casa,,San Javier,Yacanto,Yacanto,,,,,,,,,,,,,0.0
147,Casa,,Córdoba,Colón,Santa Fe 1900,,,,,20,,2.0,2.0,2.0,,900,160,68700.0
148,Casa,,Villa Allende,v. Argentina Esquina Paris,Housing  Acacias del Golf,,,,,6,,3.0,2.0,2.0,,700,130,159000.0
149,Casa,,Córdoba,Córdoba,Fincas del Sur I,,,,,5,,5.0,3.0,2.0,,2000,420,650000.0
150,Casa,,Córdoba,Docta,Av. La donosa 1,,,,,A estrenar,,2.0,2.0,,,122,117,110541.0
151,Casa,,Villa Allende,arrio Golf,Carmen de Olmos 1300,,,,,4,,4.0,3.0,2.0,,2480,400,390000.0
152,Casa,,Córdoba,URCA,Int. Ramón Bautista Mestre Nte 6090,,,,,10,,3.0,3.0,2.0,,330,260,250000.0
153,Casa,,Córdoba,Valle Escondido ,Rossen Barrio Privado - Tipologia A 2 Dormitorios,,,,,En construcción,,2.0,2.0,2.0,,175,110,0.0
154,Casa,,Villa Carlos Paz,Villa Carlos Paz,LOS TAMARINDOS 931,,,,,6,,2.0,2.0,,,100,80,110000.0
155,Casa,,Córdoba,Córdoba,Oportunidad! Lomas de Chateau - 2 DOR - A Estrenar!,,,,,A estrenar,,2.0,2.0,,,130,,130000.0
156,Casa,,Córdoba,Córdoba,Venta Casa de 2 Domitorios.  Zarate 200 Bº Zumaran,,,,,40,,2.0,,0.0,,77,69,63000.0
157,Casa,,Córdoba,Villa Belgrano,Federico G. Hopkins 6024,,,,,A estrenar,,3.0,3.0,,,160,160,0.0
158,Casa,,Córdoba,Córdoba,Valle Cercano Casa 3 Dormitorios 2 Baños Cochera (escritura),,,,,A estrenar,,2.0,2.0,,,180ha,120ha,98000.0
159,Casa,,Villa Allende,San Isidro,padre luchesse,,,,,6,,3.0,2.0,,,600,240,325000.0
160,Casa,,Córdoba,Córdoba,Gimenez de lorca 4400,,,,,33,,4.0,3.0,,,480,170,180000.0
161,Casa,,Córdoba,La Rufina,La Rufina 97,,,,,A estrenar,,3.0,3.0,,,838,340,450000.0
162,Casa,,Córdoba,Córdoba,Duplex A Estrenar - LA Paya 2 - Zona Tejas 2,,,,,A estrenar,,3.0,2.0,0.0,,125,110,150000.0
163,Casa,,Córdoba,Córdoba,Los Mimbres,,,,,A estrenar,,3.0,2.0,,,1500,300,415000.0
164,Casa,,Córdoba,Claros del Bosque,Valparaiso 4100,,,,,A estrenar,,4.0,4.0,,,1000,587,800000.0
165,Casa,,Unquillo,Otros,Spilimbergo 3536,,,,,1,,3.0,2.0,2.0,,1000,230,230000.0
166,Casa,,Córdoba,Colinas del Cerro,Colinas del Cerro Jose Cortejarena 4574,,,,,,,,,,,,,180000.0
167,Casa,,Córdoba,Colón,9 de Julio S/n-villa Sol,,,,,A estrenar,,2.0,,0.0,,300,60,63144.0
168,Casa,,Córdoba,Cerro de las Rosas,Barranco Yaco 2000,,,,,60,,4.0,3.0,2.0,,1150,584,400000.0
169,Casa,,Córdoba,Alto Alberdi,Fructuoso Rivera 2500,,,,,5,,3.0,3.0,2.0,,216,216,165000.0
170,Casa,,Villa Allende,Cumbres de Villa Allende,las perdices  522,,,,,13,,4.0,3.0,2.0,,1174,340,365000.0
171,Casa,,Alta Gracia,Córdoba,CHACRAS DEL SUR 100,,,,,A estrenar,,3.0,3.0,,,178,178,220000.0
172,Casa,,Córdoba,Providencia,Chubut 700,,,,,54,,3.0,,2.0,,310,159,71907.0
173,Casa,,Córdoba,Claros del Bosque,Casa a Estrenar de 2 Dormitorios,,,,,En construcción,,2.0,,,,180,110,120000.0
174,Casa,,Córdoba,Marqués de Sobremonte,Diego Diaz 544,,,,,20,,4.0,3.0,2.0,,550,400,180000.0
175,Casa,,Villa Allende,San Alfonso,Casa en Venta de 2 Dormitorios en Las Delfinas | Bº San Alfonso | Villa Allende,,,,,En construcción,,2.0,,,,100,100,170000.0
176,Casa,,Córdoba,Residencial San Carlos,MAURICIO REVIGLIONO,,,,,A estrenar,,4.0,,,,180,150,220000.0
177,Casa,,Villa Carlos Paz,Villa Carlos Paz,TUPUNGATO 450,,,,,10,,2.0,2.0,,,95,80,135000.0
178,Casa,,Unquillo,Otros,Imperdible Casa 4 Dorm a Minutos de la Ciudad en Plena Naturaleza  Barrio Cerrado Corral de Barrancas- Unquillo,,,,,,,,,,,,,0.0
179,Casa,,Córdoba,Jardín del sur,RIO NEGRO 4300,,,,,10,,3.0,3.0,2.0,,800,185,250000.0
180,Casa,,Córdoba,Villa Belgrano,Alejandro Volta 5280,,,,,12,,3.0,3.0,,,170,180,210000.0
181,Casa,,Villa Carlos Paz,Villa Carlos Paz,SHAKESPEARE 100,,,,,39,,3.0,2.0,2.0,,889,298,265000.0
182,Casa,,Córdoba,Jardín,Caminiaga 3366,,,,,20,,2.0,,,,280,140,150000.0
183,Casa,,Córdoba,Córdoba,Villa Claret!  2 DOR Amplios - Patio Y Quincho Grandes! Pileta  - Frente A Plaza - Patio!,,,,,11,,2.0,2.0,3.0,,440,170,254999.0
184,Casa,,Villa Allende,Villa Allende,Progreso 1800 - Villa Allende,,,,,17,,4.0,3.0,3.0,,2850,450,580000.0
185,Casa,,Río Ceballos,Río Ceballos,Villa Catalina - Río Ceballos,,,,,,,,,,,,,89000.0
186,Casa,,Villa Allende,Housing y Condominios,Pamplona  5000,,,,,1,,3.0,3.0,2.0,,290,130,149000.0
187,Casa,,Córdoba,Córdoba,La Melinca Ruta Nº 5 Km 18 18,,,,,A estrenar,,3.0,2.0,,,174,174,190000.0
188,Casa,,Córdoba,Argüello,Ricardo Rojas 8744,,,,,10,,3.0,3.0,2.0,,457,229,200000.0
189,Casa,,Córdoba,Santa Isabel,Armada Argentina 3214,,,,,15,,2.0,,,,340,105,46391.0
190,Casa,,Córdoba,San Fernando,Housing Zona Sur Departamento en Venta dos Dormitorios. con Cochera. Posesión Inmediata,,,,,A estrenar,,2.0,2.0,,,90,78,95000.0
191,Casa,,Córdoba,Córdoba,Alternativas y Varias Opciones en Zona Sur / Claros del Bosque - La Calandria - La Paya2,,,,,A estrenar,,3.0,2.0,,,180,140,175000.0
192,Casa,,Córdoba,Córdoba,CHACRAS DEL NORTE 2,,,,,A estrenar,,3.0,3.0,,,180,180,185000.0
193,Casa,,Córdoba,Colinas del Cerro,Hipólito Montagne 1200,,,,,20,,3.0,2.0,,,300,180,195000.0
194,Casa,,Córdoba,Poeta Lugones,Poeta Lugones Edmundo de Amicis 4237,,,,,,,,,,,,,125000.0
195,Casa,,Córdoba,Córdoba,Country Jockey Club - Fondo Golf,,,,,A estrenar,,3.0,2.0,2.0,,1200,300,590000.0
196,Casa,,Mendiolaza,endiolaza,La Serena,,,,,5,,2.0,2.0,2.0,,1250,200,290000.0
197,Casa,,Córdoba,Manantiales,Cruz Roja y Rio Negro. Parada 7,,,,,A estrenar,,,,,,120,84,0.0
198,Casa,,Río Ceballos,io Ceballos,B° Villa Catalina,,,,,A estrenar,,3.0,2.0,0.0,,508,170,190000.0
199,Casa,,Córdoba,Valle Escondido ,av republica china,,,,,1,,3.0,2.0,2.0,,640,220,0.0
200,Casa,,Villa Allende,Lomas Sur,Baltimore 448,,,,,En construcción,,3.0,2.0,,,1,1,130000.0
201,Casa,,La Calera,La Calera,La Estanzuela 100,,,,,,,,,,,,,220000.0
202,Casa,,Córdoba,Chacra del Norte,Chacras del Norte Lote 10 Mz,,,,,A estrenar,,3.0,2.0,,,180,125,197000.0
203,Casa,,Córdoba,Córdoba,baltazar  maciel 56,,,,,40,,0.0,0.0,0.0,,245,245,120000.0
204,Casa,,Villa Allende,as Mulitas al 500,Chacras de la Villa,,,,,A estrenar,,2.0,2.0,2.0,,1726,280,390000.0
205,Casa,,Mendiolaza,Q2,san jose de calazanz 597,,,,,5,,4.0,2.0,2.0,,1000,363,390000.0
206,Casa,,Alta Gracia,Liniers,Vicente López 22,,,,,A estrenar,,3.0,2.0,0.0,,248,83,105000.0
207,Casa,,Córdoba,Cerro de las Rosas,Jose Esteban Bustos  1500,,,,,57,,2.0,3.0,4.0,,218,218,210000.0
208,Casa,,Villa Allende,Solares de San Alfonso,Felix Frias,,,,,1,,3.0,2.0,2.0,,600,300,280000.0
209,Casa,,Córdoba,Cañuelas Country Golf,Cañuelas Country Golf,,,,,3,,3.0,5.0,2.0,,1500,800,890000.0
210,Casa,,Córdoba,Residencial América,MEDELLIN 1034,,,,,50,,0.0,2.0,0.0,,250,172,50000.0
211,Casa,,Punilla,a Cumbre,Casa de Piedra,,,,,5,,3.0,3.0,2.0,,2900,210,250000.0
212,Casa,,Villa Allende,Villa Allende Golf,Venecia 200,,,,,5,,2.0,,,,700,120,105000.0
213,Casa,,Córdoba,Granja de Funes,Granja de Funes. Casa 3 Dormitorios c/ Piscina Miguel Arrambide  6100,,,,,25,,3.0,4.0,,,650,250,258000.0
214,Casa,,Córdoba,Valle Escondido ,La Rufina 264,,,,,A estrenar,,4.0,3.0,,,990,685,10.0
215,Casa,,Córdoba,Manantiales,Cruz Roja y Rio Negro. Parada 6,,,,,A estrenar,,,,0.0,,120,100,0.0
216,Casa,,Nono,Nono,PARQUE EL TAJAMA,,,,,A estrenar,,0.0,,,,80,60,110000.0
217,Casa,,Córdoba,URCA,JORGE LEÓN TEDIN 3764,,,,,10,,2.0,2.0,,,180,130,170000.0
218,Casa,,Villa Carlos Paz,Villa Carlos Paz,ruta 38,,,,,1,,3.0,2.0,2.0,,1000,350,0.0
219,Casa,,Córdoba,Córdoba,Cinco Lomas Country Venta Todo PB 4 Dormitorios Pileta Terreno Plano,,,,,8,,4.0,3.0,2.0,,1065,220,280000.0
220,Casa,,Villa Allende,Villa Allende,San Isidro. 0,,,,,,,,,,,,,350000.0
