,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
3492,Casa,,Córdoba,Córdoba,Miguel Arrambide 6175,,,,,15,,3.0,2.0,,,200,180,185000.0
3493,Casa,,Santa María,Santa María,Casa B° El Golf  - Alta Gracia -  2800m2 de Terreno,,,,,A estrenar,,4.0,2.0,0.0,,2800,200,285000.0
3494,Casa,,Córdoba,General Paz,Libertad  1600,,,,,,,4.0,2.0,2.0,,500,275,300000.0
3495,Casa,,Otro,Otro,,,,,,40,,4.0,3.0,,,1900,300,380000.0
3496,Casa,,Punilla,Punilla,Virrey Sobremonte,,,,,A estrenar,,3.0,2.0,0.0,,1100,120,0.0
3497,Casa,,Córdoba,Córdoba,ALBERTO BERNIS 2700,,,,,51,,2.0,,,,230,172,105000.0
3498,Casa,,Córdoba,Villa Warcalde,Ricardo Santos  10400,,,,,A estrenar,,2.0,3.0,,,129,93,195000.0
3499,Casa,,Córdoba,Córdoba,[parque Latino-zona Sur] -[casa 3 Dorm][bermudas 900],,,,,23,,3.0,2.0,,,300,112,90000.0
3500,Casa,,Córdoba,Argüello,Ricardo Rojas y Viracocha,,,,,A estrenar,,0.0,0.0,0.0,,3000,750,489000.0
3501,Casa,,calamuchita,alle de Calamuchita,Las Bajadas,,,,,A estrenar,,15.0,11.0,0.0,,20000,1000,320000.0
3502,Casa,,Córdoba,Argüello,Coligue 9000,,,,,A estrenar,,0.0,2.0,,,110,95,95000.0
3503,Casa,,Córdoba,Córdoba,Jockey Club,,,,,19,,3.0,3.0,0.0,,1000,384,500000.0
3504,Casa,,San Roque,San Roque,CERRO BLANCO 550,,,,,1,,3.0,2.0,0.0,,1150,145,110000.0
3505,Casa,,Córdoba,risol NOrte,Yaco Misque 1400,,,,,,,4.0,3.0,,,288,215,192000.0
3506,Casa,,Villa Carlos Paz,Villa Carlos Paz,LOS CONDORES 150,,,,,30,,3.0,2.0,4.0,,450,200,170000.0
3507,Casa,,Córdoba,Córdoba,Mariano Larra 3500,,,,,35,,4.0,4.0,,,402,269,195000.0
3508,Casa,,Córdoba,Córdoba,Pehuajó 2718,,,,,A estrenar,,5.0,2.0,,,280,260,140000.0
3509,Casa,,Córdoba,Valle Escondido ,Jardin Romanico 100,,,,,5,,3.0,2.0,2.0,,140,140,170000.0
3510,Casa,,Córdoba,La Rufina,Casa en Venta de 3 Dormitorios | A Estrenar| en La Rufina,,,,,A estrenar,,3.0,,2.0,,1100,390,520000.0
3511,Casa,,Córdoba,Córdoba,TEJAS DEL SUR 2 MZA 11,,,,,2,,2.0,2.0,,,360,200,250000.0
3512,Casa,,Córdoba,Alto Alberdi,Alto Alberdi Zona Club Universitario!!,,,,,11,,3.0,2.0,,,307,252,155000.0
3513,Casa,,Villa Carlos Paz,Villa Carlos Paz,LOMAS DEL REY 11,,,,,1,,3.0,4.0,2.0,,750,250,230000.0
3514,Casa,,Villa General Belgrano,Villa General Belgrano,Ruta Provincial 5 90,,,,,13,,4.0,4.0,2.0,,7000,350,390000.0
3515,Casa,,Mendiolaza,El Talar,El Talar Los Tilos 624,,,,,,,,,,,,,165000.0
3516,Casa,,Tala Huasi,Tala Huasi,TU CASA SERRANA EN 6 MESES 100,,,,,,,,,,,1000,60,38015.0
3517,Casa,,Córdoba,Córdoba,Jose Aguirre 2900,,,,,A estrenar,,4.0,3.0,2.0,,380,260,170000.0
3518,Casa,,Córdoba,Cerro de las Rosas,Victorino Rodriguez 100,,,,,,,,,,,,,400000.0
3519,Casa,,Villa Allende,Villa Allende,La Morada,,,,,4,,4.0,2.0,,,603,190,280000.0
3520,Casa,,Córdoba,Centro América,Enrique Martines Paz 200,,,,,A estrenar,,2.0,,,,76,70,60000.0
3521,Casa,,Villa Allende,Terrazas de Villa Allende,Terrazas de Villa Allende,,,,,,,,,,,,,275000.0
3522,Casa,,Córdoba,General Bustos,Cura Brochero 866,,,,,1,,2.0,,,,120,97,70000.0
3523,Casa,,Córdoba,Los Naranjos,pedro goyena  1543,,,,,50,,4.0,2.0,2.0,,300,210,80000.0
3524,Casa,,Córdoba,Cerro de las Rosas,Victorino Rodriguez 1400,,,,,A estrenar,,3.0,3.0,2.0,,228,160,160000.0
3525,Casa,,Córdoba,ATE,Doering 2,,,,,10,,4.0,3.0,,,378,265,230000.0
3526,Casa,,Villa Carlos Paz,Villa Carlos Paz,Ramos mejia 100,,,,,44,,3.0,4.0,,,1800,220,260000.0
3527,Casa,,Mendiolaza,Mendiolaza,Mendiolaza - La Serena,,,,,A estrenar,,3.0,0.0,0.0,,1240,,0.0
3528,Casa,,Córdoba,Los Sauces,Los Sauces Los Algarrobos 158,,,,,,,,,,,,,46391.0
3529,Casa,,Mendiolaza,200m2 Terreno,Mendiolaza. Casa 3 Dormitorios,,,,,15,,3.0,2.0,2.0,,1200,250,220000.0
3530,Casa,,Córdoba,Cofico,Cofico Rivadavia 1455,,,,,,,,,,,,,60000.0
3531,Casa,,Córdoba,Córdoba,La Calandria,,,,,En construcción,,3.0,2.0,2.0,,361,173,245000.0
3532,Casa,,Córdoba,Colón,Villa Catalina,,,,,En construcción,,3.0,2.0,2.0,,110,110,138000.0
3533,Casa,,Villa Carlos Paz,Villa Carlos Paz,Acevedo  100,,,,,5,,,,,,900,220,220000.0
3534,Casa,,Córdoba,Quebrada de las Rosas,Igualdad 6000,,,,,A estrenar,,4.0,3.0,0.0,,360,205,1.0
3535,Casa,,Córdoba,Córdoba,Chacras del Norte Frente a Espacio Verde Excelente Calidad y Terminaciones 3 dor 1 Suite,,,,,A estrenar,,3.0,3.0,2.0,,180,180,185000.0
3536,Casa,,Córdoba,Ituzaingó,Paysandu 1100,,,,,30,,2.0,,,,114,88,135000.0
3537,Casa,,Mendiolaza,Mendiolaza,Los Tilos 4100,,,,,10,,3.0,2.0,2.0,,1050,260,220000.0
3538,Casa,,Córdoba,Villa Rivera Indarte,Villa Rivera Indarte Laborde 8454 casa,,,,,,,,,,,,,100000.0
3539,Casa,,Villa General Belgrano,Villa General Belgrano,Guatemala 596,,,,,30,,3.0,,,,1250,200,128000.0
3540,Casa,,Santa María,Santa María,Potrero DE Garay,,,,,2,,3.0,3.0,,,1200,,275000.0
3541,Casa,,Mendiolaza,Mendiolaza,Q2,,,,,4,,4.0,3.0,2.0,,980,280,360000.0
3542,Casa,,Córdoba,Nueva Córdoba,Claros del Bosque - Duplex 3 Dormitorios! A Esterenar! Moderno! Luminoso,,,,,A estrenar,,3.0,2.0,,,180,,0.0
3543,Casa,,Villa Giardino,Villa Giardino,Albahaca  482,,,,,9,,2.0,,,,375,100,135000.0
3544,Casa,,Córdoba,Marqués de Sobremonte,VALDIVIA Y BRIZUELA 400,,,,,34,,5.0,3.0,,,591,246,115000.0
3545,Casa,,Villa Carlos Paz,Villa Carlos Paz,,,,,,10,,3.0,,,,636,207,150000.0
3546,Casa,,Córdoba,Los Granados,Casa en Venta 4 Dormitorios.c/patio y Pileta.c/renta. Apto Crédito. B°los Granados,,,,,29,,4.0,2.0,,,300,215,130000.0
3547,Casa,,Córdoba,Alejandro Centeno,Quiroga Sarmiento 4641,,,,,30,,3.0,3.0,2.0,,300,200,200000.0
3548,Casa,,Las Caleras,Las Caleras,La calera,,,,,,,3.0,,2.0,,160,130,131000.0
3549,Casa,,Córdoba,Córdoba,Temistloques Castellano 1500,,,,,20,,3.0,2.0,,,250,210,125000.0
3550,Casa,,Córdoba,Villa Belgrano,Venta Casa Villa Belgrano 3 Dorm uno en Suite,,,,,15,,3.0,4.0,2.0,,800,316,230000.0
3551,Casa,,Villa Allende,Villa Allende,Derqui 1,,,,,A estrenar,,3.0,2.0,,,200,160,210000.0
3552,Casa,,Córdoba,La Catalina,av bodereau 8700,,,,,,,3.0,2.0,,,180,103,130000.0
3553,Casa,,Villa Allende,Guadarrama al 500,Córdoba Villa Allende  Más de 3 dormitorios,,,,,1,,,3.0,,,1500,380,200000.0
3554,Casa,,Mendiolaza,Mendiolaza Centro,LOS COCOS 114,,,,,10,,3.0,3.0,,,2100,300,260000.0
3555,Casa,,Córdoba,Valle Escondido ,B°los SueÑos Venta 2 Plantas -valle Escondido  100,,,,,,,3.0,2.0,,,800,500,550000.0
3556,Casa,,San Francisco,San Francisco,,,,,,,,,,,,,,0.0
3557,Casa,,La Calera,a Calera,La Cuesta,,,,,A estrenar,,3.0,3.0,2.0,,900,226,280000.0
3558,Casa,,Córdoba,Los Sauces,RAIMUNDO GONZALEZ 6000,,,,,,,,,,,,,27061.0
3559,Casa,,Córdoba,Alto Alberdi,Miguel Urrutia 600,,,,,60,,2.0,,,,148,82,72000.0
3560,Casa,,Villa Carlos Paz,Villa Carlos Paz,JUAN B. JUSTO 300,,,,,44,,2.0,2.0,,,300,70,155000.0
3561,Casa,,Punilla,Punilla,Patria,,,,,A estrenar,,3.0,2.0,0.0,,900,,370000.0
3562,Casa,,Córdoba,Parque Capital,Parque Capital TUPUNGATO 2094,,,,,,,,,,,,,180000.0
3563,Casa,,Mina Clavero,Mina Clavero,La Piedad 2500,,,,,,,2.0,,,,380,180,160000.0
3564,Casa,,La Calera,La Cuesta,Las Acacias 600,,,,,1,,2.0,,,,52,52,60000.0
3565,Casa,,Córdoba,Claros del Bosque,Celso Barrios 3600,,,,,A estrenar,,3.0,2.0,,,180,142,195000.0
3566,Casa,,Córdoba,Jardín Espinoza,Calmayo Esq. Iñigo DE LA Pascua,,,,,40,,3.0,,2.0,,700,200,280000.0
3567,Casa,,Villa Carlos Paz,Villa Carlos Paz,Bvard. Sarmiento 280,,,,,22,,3.0,2.0,0.0,,1800,350,350000.0
3568,Casa,,Córdoba,Cerro de las Rosas,Av. Tristán Malbrán 3900,,,,,A estrenar,,4.0,4.0,3.0,,1141,433,535000.0
3569,Casa,,Punilla,Punilla,Armonia 100,,,,,35,,3.0,3.0,2.0,,2822,322,220000.0
3570,Casa,,Córdoba,Miradores de Manantiales,Miradores de Manantiales Duplex,,,,,A estrenar,,3.0,3.0,2.0,,125,125,135000.0
3571,Casa,,Punilla,Punilla,Bercovich Rodriguez,,,,,A estrenar,,3.0,2.0,0.0,,1000,220,199970.0
3572,Casa,,Villa Carlos Paz,Villa Carlos Paz,PELLEGRINI 484,,,,,34,,3.0,2.0,,,1800,350,350000.0
3573,Casa,,Mendiolaza,Estancia Q2,Estancia Q2 -  4 Dorm Lote Central - Vista Unica Ubicacion Excelente,,,,,,,,,,,,,480000.0
3574,Casa,,Córdoba,Córdoba,Bº Los Mimbres Mza 12 Lote 05,,,,,4,,4.0,2.0,2.0,,1500,240,400000.0
3575,Casa,,Río Ceballos,io Ceballos,B° Villa Catalina,,,,,A estrenar,,0.0,0.0,0.0,,476,,16000.0
3576,Casa,,Córdoba,URCA,José Esteban Bustos 1300,,,,,36,,4.0,3.0,,,375,,220000.0
3577,Casa,,Córdoba,Córdoba,Country Jockey Club,,,,,18,,3.0,4.0,0.0,,1200,460,750000.0
3578,Casa,,Villa General Belgrano,Villa General Belgrano,Ruta Provincial 5 s/n,,,,,1,,3.0,4.0,2.0,,900,250,290000.0
3579,Casa,,Villa Allende,illa Allende Golf,Emilio Caraffa 300,,,,,30,,5.0,4.0,4.0,,3000,500,320000.0
3580,Casa,,Córdoba,Córdoba,Av. 11 de Septiembre 5800,,,,,A estrenar,,5.0,2.0,,,330,232,85000.0
3581,Casa,,Villa Allende,Villa Allende Golf,Huascar 200,,,,,9,,5.0,4.0,2.0,,629,274,194000.0
3582,Casa,,Villa Allende,Villa Allende Golf,Salamanca y Ecuador,,,,,30,,3.0,2.0,2.0,,970,257,200000.0
3583,Casa,,Punilla,Punilla,SIERRALAGO vende tu casa 100,,,,,,,,,,,,,2863.0
3584,Casa,,Villa Allende,La Herradura,Tabaquillo 1000,,,,,18,,4.0,2.0,3.0,,1663,300,290000.0
3585,Casa,,Santa María,Santa María,Olmos 1000,,,,,A estrenar,,3.0,,,,272,116,145000.0
3586,Casa,,San Antonio de Arredondo,San Antonio de Arredondo,Quintas de Inaudi,,,,,A estrenar,,4.0,5.0,3.0,,2860,480,475000.0
3587,Casa,,Córdoba,Lomas de San Martín,[lomas SAN Martin][casa Categoria  Dpto Y Pileta]a 2 Cuadras Monseñor P Cabrera,,,,,30,,3.0,3.0,2.0,,520,238,225000.0
3588,Casa,,Córdoba,Las Rosas,Manuel Quintana  1100,,,,,12,,3.0,2.0,6.0,,330,175,215000.0
3589,Casa,,Córdoba,URCA,Country Barrancas,,,,,7,,3.0,5.0,0.0,,1050,620,1000000.0
3590,Casa,,Santa María,alda del Carmen,Los Encantos,,,,,5,,3.0,2.0,,,3000,200,200000.0
3591,Casa,,Villa Carlos Paz,Villa Carlos Paz,LA COLINA 200,,,,,1,,2.0,2.0,,,200,125,85000.0
3592,Casa,,Córdoba,Colón,Liquidambar S/N,,,,,A estrenar,,3.0,3.0,3.0,,3000,280,249000.0
3593,Casa,,Córdoba,Villa Argentina,Junin 3600,,,,,A estrenar,,2.0,,,,185,134,51000.0
3594,Casa,,Córdoba,Córdoba,Chile 600,,,,,120,,4.0,4.0,2.0,,2590,650,0.0
3595,Casa,,Córdoba,Córdoba,Solares del Sur,,,,,A estrenar,,3.0,2.0,,,420,125,135000.0
3596,Casa,,Córdoba,Maurizzi,Dante  1300,,,,,5,,3.0,2.0,2.0,,500,500,440000.0
3597,Casa,,Alta Gracia,Liniers,Viamonte 351,,,,,6,,3.0,3.0,3.0,,445,157,250000.0
3598,Casa,,Córdoba,Parque Vélez Sársfield,MIRIZZI 600,,,,,,,4.0,,2.0,,241,241,185000.0
3599,Casa,,Córdoba,Córdoba,Mujica Lainez 3200,,,,,A estrenar,,3.0,3.0,2.0,,178,157,160000.0
3600,Casa,,San Francisco,San Francisco,,,,,,12,,3.0,3.0,2.0,,1400,400,0.0
3601,Casa,,Otro,Otro,,,,,,39,,3.0,2.0,,,450,240,300000.0
3602,Casa,,Córdoba,Camino a San Carlos,AVENIDA OHIGGINS 5845 ,,,,,5,,4.0,4.0,3.0,,1350,300,490000.0
3603,Casa,,Alta Gracia,Deán Funes al 300,Córdoba Alta Gracia Centro   Más de 3 dormitorios,,,,,1,,3.0,3.0,,,700,460,11111.0
3604,Casa,,Córdoba,Claros del Bosque,Claros Village Manzana 31 Lote 1,,,,,A estrenar,,3.0,2.0,,,180,162,195000.0
3605,Casa,,Villa Allende,Villa Allende,Villa Allende Golf Excelente Casa de 5 Dorm,,,,,A estrenar,,3.0,3.0,2.0,,629,274,245000.0
3606,Casa,,Córdoba,Los Boulevares,Calle Pública 4900,,,,,,,,,,,,,135200.0
3607,Casa,,Córdoba,Parque Horizonte,ACAPULCO 4300,,,,,35,,3.0,3.0,,,565,220,175000.0
3608,Casa,,Huerta Grande,Huerta Grande,Huerta Grande AV. SAN MARTIN 2031,,,,,,,,,,,,,80000.0
3609,Casa,,Córdoba,Lomas de la Carolina,LOMAS DE LA CAROLINA -,,,,,A estrenar,,4.0,3.0,,,1500,290,390000.0
3610,Casa,,Córdoba,Maipú,Extremadura   2300,,,,,50,,4.0,4.0,2.0,,543,325,265000.0
3611,Casa,,Córdoba,Parque Latino,Esquel 4300,,,,,49,,2.0,,2.0,,140,140,145000.0
3612,Casa,,Córdoba,Claros del Bosque,Claros Village Manzana 31 Lote 1,,,,,A estrenar,,3.0,2.0,,,180,154,185000.0
3613,Casa,,Villa María,Villa María,Jujuy  1600,,,,,64,,2.0,,,,216,153,103092.0
3614,Casa,,Mendiolaza,alle del Sol,El Jilguero 317,,,,,20,,4.0,3.0,2.0,,750,230,192000.0
3615,Casa,,Punilla,Punilla,Roca 300,,,,,,,,,,,,,220000.0
3616,Casa,,Córdoba,Nueva Córdoba,Pje. Valtodano 1300,,,,,A estrenar,,4.0,4.0,0.0,,275,250,400000.0
3617,Casa,,Córdoba,Córdoba,Tuyuti 2600,,,,,A estrenar,,4.0,3.0,2.0,,500,310,230000.0
3618,Casa,,Mendiolaza,Estancia Q2,Estancia Q2 SAN JOSE DE CALAZANS 597 MZA 60,,,,,,,,,,,,,420000.0
3619,Casa,,Córdoba,Córdoba,La Estanzuela | La Calera,,,,,5,,3.0,2.0,0.0,,420,,240000.0
3620,Casa,,Córdoba,Córdoba,Leonismo Argentino 700,,,,,10,,2.0,2.0,2.0,,275,90,167000.0
3621,Casa,,Córdoba,URCA,Victorino Rodriguez 900,,,,,25,,3.0,,,,300,182,220000.0
3622,Casa,,Mendiolaza,Estancia Q2,Estancia Q2 SAN JOSE DE CALAZANS 597,,,,,,,,,,,,,450000.0
3623,Casa,,La Calera,La Cuesta,La Cuesta Country Casa a Estrenar 3 Dormitorios 3 Baños Pileta Financio Recibo Menor,,,,,A estrenar,,3.0,3.0,2.0,,644,151,320000.0
3624,Casa,,Río Ceballos,E53 al 100,Córdoba Río Ceballos Villa Catalina  1 dormitorio,,,,,1,,,,,,300,76,69000.0
3625,Casa,,Córdoba,San Pablo,Pehuajo Esq. Morón,,,,,A estrenar,,3.0,,,,94,,110000.0
3626,Casa,,Mendiolaza,Mendiolaza,Estancia Q2 Increible Casa en Area Central del Barrio,,,,,12,,4.0,4.0,2.0,,2000,650,0.0
3627,Casa,,Córdoba,Jardín,Manco Capac 3100,,,,,40,,3.0,2.0,2.0,,290,200,142000.0
3628,Casa,,Córdoba,Villa Cabrera,Alto Verde a una Cuadra de Shopping Villa Cabrera 3 Dormitorios Excelente,,,,,A estrenar,,3.0,,,,250,165,210000.0
3629,Casa,,Córdoba,Villa Belgrano,PAPIN ESQ. LIEBIG 100,,,,,,,4.0,2.0,2.0,,403,403,151417.0
3630,Casa,,Villa Allende,La Herradura,Tabaquillo 1096,,,,,16,,3.0,2.0,,,2100,256,290000.0
3631,Casa,,Córdoba,Córdoba,Corral de Bustos 8900,,,,,En construcción,,3.0,,,,197,116,135000.0
3632,Casa,,Villa Allende,Villa Allende,COLON 100,,,,,40,,3.0,3.0,,,1752,226,280000.0
3633,Casa,,Córdoba,Villa Belgrano,Pasaje Geronimo Zarza 4768,,,,,35,,3.0,,,,220,130,110000.0
3634,Casa,,Córdoba,Valle Cercano,av armada argentina,,,,,A estrenar,,2.0,2.0,,,125,93,0.0
3635,Casa,,Tanti, 100 Mts Del Río!!! al 100,Venta Casa Tanti Entorno Privilegiado,,,,,,,,,,,800,55,47000.0
3636,Casa,,Córdoba,Country Las Marías,av. Valparaiso 5500,,,,,5,,4.0,3.0,,,1500,540,700000.0
3637,Casa,,Córdoba,Córdoba,La Calandria,,,,,En construcción,,3.0,3.0,2.0,,360,154,240000.0
3638,Casa,,Córdoba,La Catalina Urbanizacion Residencial,,,,,,,,,,,,,,0.0
3639,Casa,,Río Ceballos,io Ceballos,B° Eco Catalina,,,,,A estrenar,,0.0,0.0,0.0,,300,,8000.0
3640,Casa,,Córdoba,Chacra del Norte,Duplex en Venta 3 Dormitorios en Chacras DEL Norte. Primera Etapa,,,,,A estrenar,,3.0,2.0,,,181,151,195000.0
3641,Casa,,Córdoba,Córdoba,De Los Belgas 6300,,,,,14,,3.0,2.0,,,390,140,180000.0
3642,Casa,,Córdoba,Córdoba,Casa en Venta 3  Dormitorios en Chacra Escondida-zona sur,,,,,A estrenar,,3.0,2.0,2.0,,1500,320,350000.0
3643,Casa,,Córdoba,URCA,Nazaret   3500,,,,,25,,3.0,5.0,4.0,,700,498,348000.0
3644,Casa,,Córdoba,Matienzo,Reconquista esq Maria Curie,,,,,29,,4.0,3.0,,,401,219,109000.0
3645,Casa,,Villa Carlos Paz,Villa Carlos Paz,SAN NICOLAS 11,,,,,10,,2.0,,,,250,80,55000.0
3646,Casa,,Malagueño,Malagueño,Country Las Cañitas,,,,,A estrenar,,3.0,,2.0,,550,185,210000.0
3647,Casa,,Córdoba,Altos del Chateau,Altos del Chateau,,,,,A estrenar,,4.0,4.0,0.0,,1500,400,600000.0
3648,Casa,,Villa Allende,Villa Allende,Del Cid 700,,,,,A estrenar,,2.0,2.0,0.0,,516,135,160000.0
3649,Casa,,Córdoba,Providencia,B°providencia Dpto 1 Dorm.y Medio Terraza Propia  100,,,,,3,,,,,,69,69,63000.0
3650,Casa,,Villa Carlos Paz,Villa Carlos Paz,Lamartine 1,,,,,,,3.0,3.0,3.0,,500,200,300000.0
3651,Casa,,Villa Carlos Paz,Villa Carlos Paz,GOBERNADOR PEÑA 180,,,,,4,,4.0,4.0,2.0,,1000,350,500000.0
3652,Casa,,Córdoba,Argüello,La Catalina -villa Rivera Indarte,,,,,3,,3.0,3.0,,,180,150,200000.0
3653,Casa,,Córdoba, Dormitorios y 3 Baños,Casa en Venta Lomas de la Carolina,,,,,A estrenar,,4.0,4.0,2.0,,1551,450,650000.0
3654,Casa,,Córdoba,Escobar,Escobar GATO Y MANCHA 1429,,,,,,,,,,,,,100000.0
3655,Casa,,San Antonio de Arredondo,illa Carlos Paz,Oficina Comercial //  Bv. Sarmiento 280,,,,,21,,3.0,4.0,0.0,,709,289,95000.0
3656,Casa,,Villa Carlos Paz,Villa Carlos Paz,Florida 87,,,,,,,,,,,,,145000.0
3657,Casa,,Punilla,Punilla,Bach 10,,,,,A estrenar,,4.0,5.0,0.0,,700,500,650000.0
3658,Casa,,Córdoba,Villa Belgrano,Villa Belgrano PASAJE CANARIAS 64,,,,,,,,,,,,,265000.0
3659,Casa,,Córdoba,Villa Belgrano,Ramon y Cajal 5600,,,,,68,,4.0,2.0,,,395,176,230000.0
3660,Casa,,Villa Carlos Paz,Villa Carlos Paz,GOBERNADOR FERREYRA 100,,,,,,,,,,,,,60000.0
3661,Casa,,Córdoba,Córdoba,Av. Padre Luccesse,,,,,2,,3.0,,,,360,135,190000.0
3662,Casa,,Córdoba,General Paz,Casa 3dorm Gral Paz  100,,,,,,,3.0,,,,197,197,95000.0
3663,Casa,,Córdoba,Alberdi,12 de Octubre y Cayetano Silva,,,,,48,,2.0,,,,255,117,43556.0
3664,Casa,,Villa Allende,Villa Allende,San Isidro 100,,,,,,,,,,,,,310000.0
3665,Casa,,Córdoba,Córdoba,Lomas de los Carolina 1000,,,,,16,,3.0,3.0,,,1500,420,550000.0
3666,Casa,,Villa Carlos Paz,Villa Carlos Paz,,,,,,,,,,,,,,125000.0
3667,Casa,,Córdoba,San Vicente,Obispo Maldonado 3300,,,,,56,,0.0,2.0,,,225,228,0.0
3668,Casa,,Córdoba,La Rufina,La Rufina 2 Dormitorios dep de Serv. Vistas Oportunidad,,,,,A estrenar,,2.0,3.0,2.0,,806,190,310000.0
3669,Casa,,Córdoba,Córdoba,Valle Cercano,,,,,A estrenar,,2.0,2.0,,,122,93,73453.0
3670,Casa,,Mendiolaza,Mendiolaza,Barrio Valle DEL SOL,,,,,15,,3.0,2.0,2.0,,2,,250000.0
3671,Casa,,Córdoba,ltos Del Barranco  100,V. Escondido,,,,,,,3.0,3.0,,,300,150,210000.0
3672,Casa,,Córdoba,URCA,José Otero 850,,,,,14,,4.0,3.0,,,468,312,319900.0
3673,Casa,,Córdoba,San Fernando,JOSE. J. DIAZ 352,,,,,,,4.0,2.0,,,195,240,150000.0
3674,Casa,,Córdoba,Villa Belgrano,Pasaje Tomas  Edison 85,,,,,25,,3.0,2.0,,,378,171,148000.0
3675,Casa,,Córdoba,Jardín Espinoza,Riccheri  3300,,,,,50,,8.0,5.0,,,1800,500,800000.0
3676,Casa,,La Calera,La Calera,La Estanzuela 0,,,,,5,,4.0,4.0,,,500,382,270000.0
3677,Casa,,Villa Carlos Paz,Villa Carlos Paz,santa rita 11,,,,,18,,3.0,2.0,2.0,,500,180,259000.0
3678,Casa,,Villa Carlos Paz,Villa Carlos Paz,CARLOS PAZ SIERRA 100,,,,,40,,3.0,,,,730,90,70000.0
3679,Casa,,Córdoba,VIlla Revol,Tandil Esquina Severo de Olmos.,,,,,En construcción,,3.0,2.0,3.0,,590,250,115000.0
3680,Casa,,Córdoba,Poeta Lugones,Cesar Carrizo  2600,,,,,23,,2.0,2.0,2.0,,100,,150000.0
3681,Casa,,Córdoba,Córdoba,La Cuesta Villa Residencial,,,,,En construcción,,3.0,2.0,0.0,,252,182,295000.0
3682,Casa,,Villa Carlos Paz,Villa Carlos Paz,juan sebastian bache 1400,,,,,20,,3.0,2.0,,,800,210,400000.0
3683,Casa,,Córdoba,Colón,Psje Mapuche,,,,,A estrenar,,3.0,2.0,,,750,160,160000.0
3684,Casa,,Villa Carlos Paz,Villa Carlos Paz,HOLBEIN 400,,,,,14,,3.0,2.0,2.0,,700,250,300000.0
3685,Casa,,Córdoba,Parque Vélez Sársfield,Parque Velez Sarsfield AV CENTRAL 2286,,,,,,,,,,,,,0.0
3686,Casa,,Córdoba,Maipú,el escorial 2400,,,,,54,,2.0,2.0,,,278,216,150000.0
3687,Casa,,Córdoba,Los Boulevares,Los Boulevares Los Genoveces 0,,,,,,,,,,,,,160000.0
3688,Casa,,Córdoba,Córdoba,Los Mimbres,,,,,8,,4.0,3.0,2.0,,1500,360,400000.0
3689,Casa,,Córdoba,Obispo Lascano al 3100,Córdoba  Más de 3 dormitorios,,,,,1,,3.0,3.0,,,564,217,205000.0
3690,Casa,,Córdoba,Jardín Espinoza,Pedro Luis de Cabrera 3400,,,,,A estrenar,,4.0,4.0,,,839,440,330000.0
3691,Casa,,Villa Allende,San Isidro,Villa Allende - San Isidro - Mza. 12 Lote 16,,,,,A estrenar,,3.0,0.0,0.0,,1156,260,0.0
3692,Casa,,Córdoba,Colón,Prados de la Calera,,,,,A estrenar,,2.0,,,,105,100,85000.0
3693,Casa,,Córdoba,Villa Cabrera,Villa Cabrera Ciudad de Tampa 2432,,,,,,,,,,,,,140000.0
3694,Casa,,Córdoba,Córdoba,Chacras del Norte,,,,,A estrenar,,3.0,2.0,2.0,,180,154,190000.0
3695,Casa,,Tanti,Tanti,Tanti- Valle de Punilla,,,,,30,,6.0,4.0,4.0,,7000,500,290000.0
3696,Casa,,Córdoba,Guardia Nacional al 300,Córdoba  3 dormitorios,,,,,1,,3.0,3.0,,,624,240,90000.0
3697,Casa,,Punilla,Punilla,Elias Galipi,,,,,40,,4.0,2.0,2.0,,10000,350,340000.0
3698,Casa,,Córdoba,Juniors,Alejandro Carbó 1551,,,,,,,3.0,3.0,,,270,200,170000.0
3699,Casa,,Córdoba,Alto Alberdi,Luna y Cardenas 2700,,,,,60,,2.0,2.0,,,184,184,80000.0
3700,Casa,,Villa Carlos Paz,Villa Carlos Paz,MALVINAS 100,,,,,,,2.0,,2.0,,120,250,150000.0
3701,Casa,,Córdoba,El Bosque,molino de torre 100,,,,,14,,3.0,3.0,3.0,,1600,600,650000.0
3702,Casa,,La Calera,Terrazas de La Estanzuela,calle 6 esquina calle 3,,,,,A estrenar,,2.0,2.0,,,85,85,110000.0
3703,Casa,,Córdoba,Villa Belgrano,Caserío Aldea/barrio,,,,,A estrenar,,4.0,2.0,,,200,170,215000.0
3704,Casa,,Villa Carlos Paz,Villa Carlos Paz,,,,,,28,,2.0,,,,485,134,130000.0
3705,Casa,,Córdoba,San Salvador,9 de julio 4197,,,,,17,,3.0,2.0,2.0,,195,160,165000.0
3706,Casa,,Córdoba,Córdoba,Esposos Curie 1700,,,,,30,,3.0,3.0,,,453,302,175000.0
3707,Casa,,Alta Gracia,Norte,Lepri 500,,,,,14,,3.0,3.0,,,500,300,200000.0
3708,Casa,,Villa Dolores,Villa Dolores,ITALIA 300,,,,,,,3.0,,,,52,52,20103.0
3709,Casa,,Córdoba,Crisol,CARTAGENA 2200,,,,,,,2.0,4.0,,,250,320,260000.0
