,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito:,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
10353,Casa,Oeste,Córdoba,Alberdi,Chubut 200,Abierto,Si,,Terminada,50 años,2 Plantas,Más de 4 Dormitorios,4 Baños,,,160,210,145000
10354,Casa,,Córdoba,Lomas de la Carolina,,Country,Si,,,5 años,2 Plantas,4 Dormitorios,4 Baños,4,,1500,450,550000
10355,Casa,,Cabalango,,,,Si,,,,1 Planta,4 Dormitorios,2 Baños,,,50000,150,450000
10356,Casa,,Río Ceballos,Villa Catalina,,Con Seguridad,Si,,,,1 Planta,2 Dormitorios,1 Baño,2,Cubierta,476,100,95000
10357,Casa,Sur,Córdoba,,,Abierto,Si,,Terminada,40 años,1 Planta,4 Dormitorios,3 Baños,,Cubierta,,,
10358,Casa,,Córdoba,Arguello,,Abierto,No,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,450,140,100000
10359,Casa,,Villa Allende,Comarca de Allende,sin nombre,Cerrado,Si,,,,1 Planta,2 Dormitorios,2 Baños,2,Semidescubierta,360,120,165000
10360,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
10361,Casa,,Calera Central,,ESTANZUELA,Country,,,,,,3 Dormitorios,,,,,,230000
10362,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,240000
10363,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,220000
10364,Casa,Norte,Córdoba,Villa Belgrano,Blas Pacal 6500,Abierto,Si,,Terminada,19 años,1 Planta,3 Dormitorios,3 Baños,3,Cubierta,1000,370,395000
10365,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,4 Dormitorios,2 Baños,2,,800,180,240000
10366,Casa,,Villa Allende,Centro de Villa Allende,BELGRANO 154,Abierto,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,2,,540,121,200000
10367,Casa,,Córdoba,Villa Belgrano,,Abierto,Si,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,450,140,100000
10368,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,250000
10369,Casa,,Córdoba,Granja de Funes,,Abierto,Si,,Terminada,30 años refaccionada,2 Plantas,4 Dormitorios,4 Baños,2,Cubierta,1500,465,310000
10370,Casa,,Martínez,,Rivera 100,,,,,,2 Plantas,3 Dormitorios,1 Baño,1,Cubierta,180,140,240000
10371,Casa,,Martínez,,Thomas Edison 1000,,,,,5 años,,2 Dormitorios,1 Baño,,,135,80,240000
10372,Duplex,Sur,Córdoba,Jardín,CELSO BARRIOS 3100,Abierto,,,,,,2 Dormitorios,,,,,,40000
10373,Casa,:Muy bueno	-	Refaccionado	-	Vista Montaña	-	,Los Pozos,,Sin Nombre 100,,,,,20 años,1 Planta,4 Dormitorios,2 Baños,3,Cubierta,205,205,195000
10374,Casa,,Villa Carlos Paz,,,Con Seguridad,Si,,,5 años,2 Plantas,3 Dormitorios,3 Baños,3,,50,250,450000
10375,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,300000
10376,Casa,,Villa Allende,La Herradura,,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,1,Cubierta,,,380000
10377,Duplex,,Villa Carlos Paz,,,,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,,550,500,650000
10378,Casa,,Río Cuarto,,PASAJE CHACO 1100,,No,,Terminada,59 años,1 Planta,2 Dormitorios,1 Baño,2,,295,135,
10379,Casa,Este,Córdoba,Villa Corina,RAMON LISTA  1900,Abierto,Si,,Terminada,20 años,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,250,150,
10380,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
10381,Casa,Sur,Córdoba,Manantiales,Baigorria,Con Seguridad,Si,,,,,3 Dormitorios,2 Baños,2,Cubierta,250,150,
10382,Casa,Norte,Córdoba,Villa Belgrano,Tycho Brahe 4639,Abierto,No,,,,,3 Dormitorios,2 Baños,,Cubierta,170,190,
10383,Casa,Este,Córdoba,General Pueyrredon,JUAN JOSE CASAL  1453,Abierto,,,Terminada,50 años,1 Planta,3 Dormitorios,2 Baños,1,,340,160,
10384,Casa,Norte,Córdoba,Poeta Lugones,Francisco Luis Bernardez  4600,Abierto,,,Terminada,30 años,1 Planta,2 Dormitorios,1 Baño,2,Cubierta,250,160,
10385,Casa,Sur,Córdoba,Observatorio,La Pampa  1100,Abierto,Si,,Terminada,30 años,,2 Dormitorios,1 Baño,1,,,,
10386,Casa,,Córdoba,Cerro Chico,Nuñez Cabeza De Vaca 28100,,,,,,,3 Dormitorios,3 Baños,,,300,160,160000
10387,Duplex,Sur,Córdoba,Claros del Bosque,Celso Barrios 3609,Cerrado,Si,,,,2 Plantas,3 Dormitorios,3 Baños,1,Semidescubierta,180,125,
10388,Casa,,Unquillo,,,Cerrado,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,13300,225,
10389,Casa,,Córdoba,Juniors,,,Si,,,,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,3,,430,400,
10390,Casa,,Santa María de Punilla,,,,Si,,,,1 Planta,3 Dormitorios,2 Baños,2,,813,140,120000
10391,Casa,Centro,Córdoba,,Faustino Allende 245,Abierto,Si,,Terminada,36 años,3 Plantas,Más de 4 Dormitorios,4 Baños,1,Cubierta,143,406,390000
10392,Cabaña,,Villa Ciudad de América,,,Abierto,Si,,Terminada,10 años,2 Plantas,2 Dormitorios,1 Baño,2,Cubierta,1500,100,
10393,Casa,Este,Córdoba,Liceo General Paz,Constancio Vigil  700,Abierto,Si,,Terminada,,1 Planta,1 Dormitorio,2 Baños,2,Cubierta,300,155,
10394,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,120000
10395,Cabaña,,Villa Ciudad de América,,,Abierto,Si,,Terminada,10 años,2 Plantas,2 Dormitorios,1 Baño,2,Cubierta,1500,100,
10396,Casa,Norte,Córdoba,Bialet Masse,Taninga 3500,Abierto,No,,Terminada,3 años,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,170,169,
10397,Casa,,Villa Parque Santa Ana,,Av. Olivares,Abierto,Si,,Terminada,3 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,420,186,
10398,Casa,Norte,Córdoba,Arguello,Av. Chacal 8648,Abierto,No,,Terminada,5 años,1 Planta,2 Dormitorios,1 Baño,2,Semidescubierta,130,90,
10399,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,220000
10400,Casa,Norte,,,Ñú Porá,Abierto,Si,,Terminada,20 años,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,320,160,
10401,Casa,Norte,Córdoba,Pque. Corema,Fray Mocho 2500,Abierto,Si,,Terminada,30 años,1 Planta,3 Dormitorios,1 Baño,1,,210,120,
10402,Casa,,Villa Parque Siquiman,,,,Si,,,,,Más de 4 Dormitorios,,,,3000,,650000
10403,Casa,,Santa María de Punilla,,,,Si,,,,1 Planta,3 Dormitorios,2 Baños,2,,813,140,120000
10404,Cabaña,,Villa Ciudad de América,,,Abierto,Si,,Terminada,10 años,2 Plantas,2 Dormitorios,1 Baño,2,Cubierta,1500,100,
10405,Duplex,Sur,Córdoba,Otro,Nuestra Señora del Huerto,Con Seguridad,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,180,120,
10406,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,3,,500,800,350000
10407,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,120000
10408,Casa,Sur,Córdoba,Santa Isabel,Rio Deseado 1600,Abierto,Si,,Terminada,25 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,,,
10409,Cabaña,,Villa Ciudad de América,,,Abierto,Si,,Terminada,10 años,2 Plantas,2 Dormitorios,1 Baño,2,Cubierta,1500,100,
10410,Casa,,Córdoba,San Salvador,Cangaye 250,,Si,,,,,4 Dormitorios,,,,,,185000
10411,Casa,Norte,Córdoba,SMATA,Manir Fatala 1600,Abierto,No,,Terminada,12 años,1 Planta,2 Dormitorios,1 Baño,1,Cubierta,250,110,
10412,Casa,,Villa Parque Santa Ana,,Av. Olivares,Abierto,Si,,Terminada,3 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,420,186,
10413,Casa,Norte,Córdoba,Altos de V. Sarsfield,Horacio Martinez 3500,Abierto,Si,,Terminada,25 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,150,100,
10414,Casa,Norte,Córdoba,SMATA,Carlos Coto,Abierto,No,,Terminada,15 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,250,120,
10415,Casa,Norte,Córdoba,Altos de V. Sarsfield,Rio Negro 3500,Abierto,Si,,Terminada,25 años,1 Planta,3 Dormitorios,1 Baño,1,Cubierta,280,168,
10416,Casa,Norte,Córdoba,Los Olmos,Ancona 4460,Abierto,Si,,Terminada,40 años,1 Planta,3 Dormitorios,2 Baños,3,Cubierta,250,125,
10417,Casa,,Villa Parque Siquiman,,,,Si,,,,,Más de 4 Dormitorios,,,,3000,,650000
10418,Duplex,,Mendiolaza,,,Cerrado,,,Terminada,nuevo,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,100,100,140000
10419,Casa,Norte,Córdoba,Rivera Indarte,ACHIRA,Abierto,,,,,1 Planta,2 Dormitorios,1 Baño,,,,,
10420,Duplex,Norte,Córdoba,Villa Warcalde,Eguia Zanon 9800,Con Seguridad,,,,,2 Plantas,3 Dormitorios,2 Baños,2,Semidescubierta,400,150,
10421,Casa,,Río Ceballos,Otro,,,,,,,,4 Dormitorios,,,,,,170000
10422,Casa,,Río Ceballos,Villa Catalina,Ruta E 53,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,2,Cubierta,450,130,
10423,Duplex,Norte,Córdoba,Villa Warcalde,Eguia Zanon 9800,Con Seguridad,,,,,2 Plantas,3 Dormitorios,2 Baños,2,Semidescubierta,350,160,
10424,Casa,,Río Ceballos,Villa Catalina,Ruta E 53,Cerrado,Si,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,450,130,
10425,Duplex,Norte,Córdoba,,Ruta E 55,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,,,400,150,
10426,Duplex,Norte,Córdoba,Chacra del Norte,Spilimbergo,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,400,150,
10427,Casa,,Río Ceballos,Villa Catalina,Ruta E 53,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,2,Cubierta,450,130,
10428,Casa,,Villa Parque Siquiman,,,,Si,,,,1 Planta,2 Dormitorios,1 Baño,1,,1000,100,90000
10429,Casa Quinta,,San Antonio de Arredondo,,Av. Perito Moreno 200,,,,,,,,,4,,1400,350,250000
10430,Duplex,Sur,Córdoba,Claros del Bosque,Celso Barrios 3609,Cerrado,,,,,2 Plantas,3 Dormitorios,2 Baños,1,,200,131,
10431,Duplex,Sur,Córdoba,Claros del Bosque,Celso Barrios 3609,Cerrado,,,,,2 Plantas,3 Dormitorios,2 Baños,1,,200,131,
10432,Duplex,Norte,Córdoba,Villa Warcalde,Eguia Zanon 9800,Con Seguridad,,,,,2 Plantas,3 Dormitorios,2 Baños,2,Semidescubierta,400,150,
10433,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,100000
10434,Duplex,,Córdoba,Matienzo,,,,,,,,2 Dormitorios,,,,,,85000
10435,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,325000
10436,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,4 Dormitorios,2 Baños,2,,450,248,250000
10437,Casa,,San Antonio de Arredondo,,,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,,,150000
10438,Casa,,Córdoba,Poeta Lugones,hugo Miatello 4467,,,,,20 años,1 Planta,2 Dormitorios,1 Baño,1,,250,135,135000
10439,Casa,,Malagueño,,,Cerrado,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,2400,380,
10440,Casa,,Córdoba,Alto Alberdi,Oligario Correa,,,,,,,3 Dormitorios,,,,,,55000
10441,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,210000
10442,Casa,Norte,Córdoba,Rivera Indarte,ACHIRA,Abierto,,,,,1 Planta,2 Dormitorios,1 Baño,,,,,32000
10443,Duplex,Norte,Córdoba,,Ruta E 55,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,,,400,150,
10444,Casa,,Villa Carlos Paz,,,,Si,,,10 años,2 Plantas,4 Dormitorios,3 Baños,2,Cubierta,550,270,280000
10445,Duplex,,Mendiolaza,,reina mora 300,Con Seguridad,Si,,Terminada,nuevo,2 Plantas,3 Dormitorios,3 Baños,1,,140,140,140000
10446,Casa,,San Antonio de Arredondo,,,,Si,,,,1 Planta,2 Dormitorios,1 Baño,2,,650,120,120000
10447,Casa,,Villa Carlos Paz,,,,Si,,,,,4 Dormitorios,4 Baños,4,,1400,500,400000
10448,Casa,,La Serranita,,,Abierto,,,,4 AÑOS,2 Plantas,3 Dormitorios,2 Baños,,,460,100,120000
10449,Casa,,Villa Los Aromos,,LOS AROMOS,Abierto,,,,6 AÑOS,,2 Dormitorios,,,,7000,120,
10450,Casa,,Córdoba,José Ignacio Díaz SE,CHIRINO DE POSADAS 4400,,Si,,,,,2 Dormitorios,,,,324,160,
10451,Casa,Sur,Córdoba,Jardín,Nores martinez,Abierto,,,,45 años,1 Planta,3 Dormitorios,,,,400,220,290000
10452,Casa,,Córdoba,Juan XXIII,,Abierto,Si,,Terminada,,1 Planta,4 Dormitorios,2 Baños,2,,310,140,150000
10453,Casa,,Córdoba,Alberdi,,Abierto,,,Terminada,,,3 Dormitorios,1 Baño,2,,,,95000
10454,Casa,,Cosquín,,Geronico casi Tucuman ,,Si,,Terminada,,1 Planta,2 Dormitorios,1 Baño,,,,,
10455,Casa,,Salta,,Estacion Alvarado 100,,,,,,,2 Dormitorios,1 Baño,1,,,,
10456,Casa,Sur,Córdoba,Pque. Velez Sarsfield,,Abierto,Si,,,,2 Plantas,4 Dormitorios,4 Baños,1,,300,254,175000
10457,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,200000
10458,Casa,Sur,Córdoba,Jardín Espinosa,Richieri,Abierto,Si,,,,1 Planta,Más de 4 Dormitorios,Más de 4 Baños,,,1527,1038,850000
10459,Casa,,Villa Las Rosas,,Guasmara 382,Abierto,Si,,Terminada,20 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,1680,200,210000
10460,Casa,,La Calera,,Ruta E 55,Abierto,Si,,Terminada,40 años,1 Planta,Más de 4 Dormitorios,Más de 4 Baños,1,Semidescubierta,378,250,150000
10461,Casa,,Villa Carlos Paz,,,,Si,,,5 años,,4 Dormitorios,4 Baños,2,,1550,600,330000
10462,Casa,,Villa Carlos Paz,,,,Si,,,,1 Planta,3 Dormitorios,2 Baños,1,,310,110,220000
10463,Casa,,Villa Allende,Comarca de Allende,av padre luchesse 1,Cerrado,No,,,,1 Planta,2 Dormitorios,2 Baños,2,Cubierta,300,135,160000
10464,Casa,,Malagueño,,,Cerrado,Si,,,,1 Planta,2 Dormitorios,1 Baño,2,,500,120,225000
10465,Casa,,Cabalango,,,,Si,,,3 años,2 Plantas,3 Dormitorios,2 Baños,2,,1300,170,190000
10466,Casa,,Santa María de Punilla,,Domingo Funes ,,Si,,,,1 Planta,2 Dormitorios,1 Baño,,,6620,87,
10467,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,170000
10468,Casa,,Villa Carlos Paz,,,,Si,,,10 años,2 Plantas,3 Dormitorios,3 Baños,2,,600,160,330000
10469,Casa,,Cosquín,,Ballesta,,Si,,,,1 Planta,3 Dormitorios,1 Baño,1,,1050,73,
10470,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,199000
10471,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,200000
10472,Casa,,Posadas,,Triquiñuelas 100,,,,,60 años,,2 Dormitorios,1 Baño,,,168,68,
10473,Casa,Sur,Córdoba,Jockey Club,,Country,Si,,,5 años,2 Plantas,4 Dormitorios,4 Baños,2,,1250,400,600000
10474,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,,,100,150000
10475,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,
10476,Casa,,Malagueño,Las Cañitas Barrio Privado,,,Si,,,,,2 Dormitorios,,,,,,225000
10477,Casa,Norte,Córdoba,Los Paraisos,,Abierto,Si,,En Construcción,38 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,230,120,
10478,Casa,Sur,Córdoba,Rogelio Martinez,,Abierto,Si,,Terminada,,2 Plantas,Más de 4 Dormitorios,4 Baños,2,,575,328,390000
10479,Casa,,Mendiolaza,Mendiolaza Golf,,Abierto,Si,,Terminada,nueva,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,614,280,250000
10480,Duplex,,La Calera,La Cuesta,,Cerrado,Si,,Terminada,,2 Plantas,3 Dormitorios,3 Baños,3,Semidescubierta,500,160,240000
10481,Casa,Norte,Córdoba,Urca,JOSE ESTEBAN BUSTOS 1318,Abierto,,,,,,4 Dormitorios,,,,700,450,
10482,Casa Quinta,Norte,Córdoba,Liceo General Paz,,Abierto,Si,,,,,Más de 4 Dormitorios,,,,,,500000
10483,Casa,,Villa Carlos Paz,,,Con Seguridad,Si,,,5 años,2 Plantas,2 Dormitorios,3 Baños,2,,,75,350000
10484,Casa,,Villa Carlos Paz,,SAN ANTONIO DE ARREDONDO,,Si,,,,2 Plantas,4 Dormitorios,3 Baños,2,,700,280,150000
10485,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,4 Dormitorios,3 Baños,2,,525,250,250000
10486,Casa,,Villa Carlos Paz,,SANTA ANA 10,,,,,30 años,,2 Dormitorios,2 Baños,3,,400,160,150000
10487,Casa,Norte,Córdoba,Granja de Funes,,Abierto,Si,,,,,3 Dormitorios,,,,11,11,
10488,Casa,Sur,Córdoba,,Corro 2000,,Si,,,,1 Planta,3 Dormitorios,2 Baños,1,,260,145,135000
10489,Casa,,Villa Allende,,Sin Nombre,,,,,,,2 Dormitorios,2 Baños,,,360,120,155000
10490,Duplex,,Villa Allende,Otro,RICARDO ROJAS 1,Con Seguridad,Si,,,,2 Plantas,3 Dormitorios,3 Baños,,,300,140,230
10491,Casa,,Villa Carlos Paz,,,,Si,,,10 años,2 Plantas,4 Dormitorios,4 Baños,2,,2000,523,600000
10492,Duplex,,Villa Santa Cruz del Lago,,,,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,66,15,
10493,Casa,Norte,Córdoba,Prados de la Villa,,Cerrado,,,,,,3 Dormitorios,2 Baños,2,Cubierta,,,260000
10494,Casa,Centro,Córdoba,Centro,SAN MARTIN 799,Abierto,Si,,,,,2 Dormitorios,1 Baño,,,,,48000
10495,Casa,Norte,Córdoba,Granja de Funes,,Abierto,,,,,,2 Dormitorios,3 Baños,,,900,312,275000
10496,Casa,,Mendiolaza,Mendiolaza Golf,,Abierto,Si,,Terminada,nueva,2 Plantas,3 Dormitorios,3 Baños,2,Semidescubierta,614,280,250000
10497,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,360000
10498,Casa,,Villa Carlos Paz,,SAN ANTONIO DE ARREDONDO,,Si,,,,2 Plantas,4 Dormitorios,3 Baños,2,,700,280,150000
10499,Casa,,Córdoba,Alta Córdoba,Jose Maria Bedoya 1100,,Si,,,,2 Plantas,Monoambiente,1 Baño,1,,253,217,250000
10500,Casa,,Alta Gracia,,,,Si,,,,1 Planta,2 Dormitorios,2 Baños,,,400,80,80000
10501,Casa,Norte,Córdoba,Nueva Córdoba,Esteban Pagliere 6849,Abierto,Si,,Terminada,7 años,2 Plantas,2 Dormitorios,2 Baños,1,,150,95,125000
10502,Duplex,,Villa Carlos Paz,,,,Si,,,15 años,2 Plantas,2 Dormitorios,1 Baño,1,,80,,
10503,Casa,Norte,Córdoba,Cerro de las Rosas,OTERO,Abierto,Si,,,,,2 Dormitorios,1 Baño,1,,300,,185000
10504,Casa,,Córdoba,Alta Córdoba,ARELLANO 1225,,,,,,,2 Dormitorios,1 Baño,1,,,,140000
10505,Casa,,Córdoba,Alberdi,MISIONES  300,,,,,,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,,,270000
10506,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,4 Dormitorios,4 Baños,2,,1000,280,430000
10507,Casa,,Córdoba,Alta Córdoba,TUCUMAN 2000,,,,,5 años,,2 Dormitorios,1 Baño,1,,,,125000
10508,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,195000
10509,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,4800,500,480000
10510,Casa,,Córdoba,Las Margaritas, Ernesto Soneira  2500,,,,Terminada,,,3 Dormitorios,1 Baño,1,,220,190,100000
10511,Casa,,Córdoba,Cofico,,,,,,,,4 Dormitorios,,,,,,13
10512,Casa,,Villa Dolores,,Marcos Quiroga 800,,,,,2 años,,3 Dormitorios,Más de 4 Baños,3,Cubierta,468,170,125000
10513,Casa,,Tanti,,,,,,,,,3 Dormitorios,2 Baños,,Cubierta,2659,126,160000
10514,Casa,Norte,Córdoba,Lomas del Chateau ,,Abierto,,,Terminada,,2 Plantas,3 Dormitorios,2 Baños,1,,,120,140000
10515,Casa,,Villa Carlos Paz,,,,Si,,,,,2 Dormitorios,2 Baños,2,,490,160,175000
10516,Casa,,Córdoba,San Martin,Soldado Ruiz  1800,,,,,,1 Planta,3 Dormitorios,1 Baño,2,Cubierta,350,240,140000
10517,Casa,,Córdoba,Juniors,Alejandro Carbo 1500,,,,,,,2 Dormitorios,4 Baños,1,,270,200,160000
10518,Casa,,Córdoba,Villa Cabrera,Los Lirios 1500,,,,,,2 Plantas,4 Dormitorios,2 Baños,2,Cubierta,220,230,205000
10519,Casa,,Córdoba,Juniors,Facundo Zuviria 1632,Abierto,Si,,,,,Monoambiente,1 Baño,1,,,,190000
10520,Casa,,Villa Carlos Paz,,,,Si,,,,2 Plantas,3 Dormitorios,3 Baños,2,,680,250,300000
10521,Casa,,Córdoba,Alta Córdoba,Quevedo 300,,,,,50 años,1 Planta,3 Dormitorios,2 Baños,,,242,138,90000
10522,Casa,Norte,Córdoba,Villa Belgrano,Berzelius 5700,Abierto,Si,,Terminada,20 años,1 Planta,3 Dormitorios,2 Baños,2,Cubierta,550,200,250000
10523,Casa,,Villa Carlos Paz,,,,Si,,,,,3 Dormitorios,2 Baños,2,,600,200,180000
10524,Casa,,Córdoba,,Claros Del Bosque 3600,,,,,5 años,1 Planta,2 Dormitorios,2 Baños,2,Cubierta,360,145,200000
10525,Casa,,Villa Carlos Paz,,,,,,,,2 Plantas,3 Dormitorios,3 Baños,,,200,750,180000
10526,Casa,,Villa Carlos Paz,,,Con Seguridad,Si,,,,2 Plantas,Más de 4 Dormitorios,Más de 4 Baños,2,,800,450,4
10527,Casa,,Villa Carlos Paz,,,,Si,,,,1 Planta,3 Dormitorios,1 Baño,2,,450,150,175000
10528,Casa,Norte,Córdoba,Poeta Lugones,Francisco Luis Bernardes 4600,Abierto,Si,,Terminada,,2 Plantas,2 Dormitorios,1 Baño,2,Cubierta,250,160,130000
10529,Duplex,,Anisacate,,,Abierto,,,,3 años,2 Plantas,2 Dormitorios,2 Baños,,,400 mtros,74 mtros,40000
10530,Casa,,La Calera,,,Cerrado,Si,,Terminada,2 años,2 Plantas,3 Dormitorios,3 Baños,2,Cubierta,,,175000
10531,Casa,Norte,Córdoba,Villa Warcalde,,Cerrado,Si,,Terminada,3 AÑOS,3 Plantas,4 Dormitorios,4 Baños,2,Cubierta,400,330,480000
10532,Casa,,La Calera,,,Country,,,,,2 Plantas,3 Dormitorios,3 Baños,,Cubierta,550,145,220000
10533,Casa,,Córdoba,Urca,Hilarion Plaza 4000,,Si,,Terminada,,2 Plantas,4 Dormitorios,4 Baños,3,Cubierta,900,500,650000
10534,Casa,,Río Cuarto,,Maria Olguin 900,,,,,,,2 Dormitorios,1 Baño,1,,,,
10535,Casa,,Villa Allende,Centro de Villa Allende,9 de Julio  220,Abierto,Si,,Terminada,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,,65,95000
10536,Casa,,La Calera,,,Cerrado,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,,140,95000
10537,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,225000
10538,Casa,,Córdoba,Alta Córdoba,Francisco de Quevedo  354,,Si,,,,,3 Dormitorios,1 Baño,1,Cubierta,,,220000
10539,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,190000
10540,Casa,Oeste,Córdoba,Juan XXIII,PASAJE RICARDO WAGNER 2800,Abierto,Si,,Terminada,40 años,,4 Dormitorios,3 Baños,2,Cubierta,250,225,130000
10541,Casa,,Río Segundo,,,,,,,,,Más de 4 Dormitorios,,,,,,
10542,Casa,,Córdoba,Lamadrid,Santiago Moritan 3600,,Si,,,,,3 Dormitorios,2 Baños,3,Cubierta,480,,80000
10543,Casa,,Córdoba,Alto Alberdi,José del Prado  3134,Abierto,Si,,,,,2 Dormitorios,1 Baño,,,325,155,73000
10544,Duplex,,Villa Allende,Condor Bajo,alberdi 1115,Cerrado,No,,Terminada,,2 Plantas,3 Dormitorios,2 Baños,1,Cubierta,232,132,140000
10545,Casa,,Córdoba,,,,,,,,,1 Dormitorio,,,,,,135000
10546,Casa,,Río Segundo,,HIPOLITO IRIGOYEN,Abierto,Si,,,,,3 Dormitorios,1 Baño,1,Cubierta,,,
10547,Duplex,,Córdoba,Las Palmas,Yavi 4300,,,,,,2 Plantas,2 Dormitorios,2 Baños,1,Semidescubierta,,85,80792
10548,Casa,,Córdoba,Villa Cabrera,Italia,,Si,,,,2 Plantas,3 Dormitorios,2 Baños,2,Cubierta,218,210,190000
10549,Casa,,Potrero de Garay,,calle 15 Manzana 49 Parcela 14,Abierto,No,,,3 años,,Monoambiente,,,,,,
10550,Casa,,San Antonio de Arredondo,,,,Si,,Terminada,10 años,1 Planta,3 Dormitorios,2 Baños,2,,702,150,170000
10551,Casa,,Córdoba,Los Platanos,Av. Los Plátanos 579,,Si,,,,,3 Dormitorios,2 Baños,,,,,73000
10552,Casa,,Pilar,,Gildo Giotto,,,,,,,3 Dormitorios,,,,,,
10553,Casa,Sur,Córdoba,,lote 16 manzana 148 - El Recreo,Con Seguridad,Si,,,,2 Plantas,2 Dormitorios,2 Baños,1,Cubierta,250,114,100000
10554,Casa,,San Antonio de Arredondo,,,,Si,,,,,3 Dormitorios,2 Baños,2,,700,120,125000
10555,Casa,,Río Ceballos,Otro,Marta Ferri 171,Abierto,Si,,Terminada,2006 años,2 Plantas,2 Dormitorios,2 Baños,2,Cubierta,702,166,110000
10556,Casa,,Córdoba,,,,,,,,,2 Dormitorios,,,,,,200000
10557,Cabaña,,Los Cocos,,PRINCIPAL,,Si,,,5 años,,2 Dormitorios,,,,,,550000
10558,Casa,Oeste,Córdoba,Rosedal,,Abierto,Si,,,65 años,1 Planta,3 Dormitorios,2 Baños,1,Cubierta,300,150,
10559,Casa,Centro,Córdoba,,Pedro Arata 2660,Abierto,,,,,,3 Dormitorios,,,,,,60000
10560,Cabaña,,Cabalango,,,,Si,,,,1 Planta,2 Dormitorios,1 Baño,1,,15000,200,200000
