,Tipo de Propiedad,Zona,Ciudad,Barrio,Calle,Tipo de Barrio,Apto Escritura,Apto Crédito,Etapa de Construcción,Antigüedad,Cantidad de Plantas,Cantidad de Dormitorios,Cantidad de Baños,Cantidad de Cocheras,Cobertura Cocheras,Superficie Total m2,Superficie Cubierta m2,Valor
1489,,,Córdoba,Alberdi,paso de los andes  al 100 ,,,,,41,2,5,4,,,330,180,235000
1490,,,Córdoba,Arguello,Wenceslao Agusti  al 7400 ,,,,,40,2,6,5,4,,1.100,480,290000
1491,,,Pdo. de Cordoba Capital,Cordoba,"SUIPACHA 200, PH 2° piso",,,,,60,,2,1,,,281,90,91300
1492,,,Córdoba,Alto Alberdi,Achaval Rodríguez al 2500 ,,,,,20,,3,2,,,150,120,140000
1493,,,Córdoba,Arguello,heriberto martinez al 6300 ,,,,,,,2,2,,,450,205,240000
1494,,,Pdo. de Punilla,Mayu Sumaj,mayu sumaj al 100 ,,,,,,2,4,3,,,850,300,250000
1495,,,Pdo. de Colon,Unquillo,Unquillo ,,,,,,,3,2,,,2.850,200,150000
1496,,,Pdo. de Cordoba Capital,Cordoba,Avellaneda 400,,,,,80,,3,2,,,580,280,
1497,,,Córdoba,San Lorenzo,Padilla al 4700 ,,,,,20,2,3,3,4,,260,296,155000
1498,,,Córdoba,Jockey Club,Casa de Categoria en JOCKEY CLUB ,,,,,13,2,4,3,2,,1.200,349,860000
1499,,,Córdoba,Maipu Seccion 1,salamanca al 2200 ,,,,,50,2,3,2,1,,150,150,160000
1500,,,Pdo. de Punilla,Villa Carlos Paz,Oportunidad Complejo Turistico en Córdoba ,,,,,7,,6,3,3,,1.700,260,320000
1501,,,Córdoba,Jardin Espinosa,CALMAYO esq. IÑIGO DE LA PASCUA ,,,,,40,1,3,1,2,,700,200,280000
1502,,,Pdo. de Calamuchita,Villa Sierras Del Lago,Villa del Lago ,,,,,,,,,,,1.160,,250000
1503,,,Pdo. de Punilla,Mayu Sumaj,los Alamos ,,,,,,,2,2,,,940,170,170000
1504,,,Countries y Barrios Cerrados Cordoba Capital,Altos de Manantiales,Altos de Manantiales ,,,,,,2,3,3,2,,180,165,210000
1505,,,Pdo. de Punilla,Villa Independencia,Barrio el Canal Villa  Carlos Paz ,,,,,20,1,2,2,1,,1.000,120,150000
1506,,,Countries y Barrios Cerrados Cordoba Capital,Lomas de los Carolinos,Lomas de los Carolinos ,,,,,16,2,3,4,2,,1.500,340,605000
1507,,,Pdo. de Santa Maria,La Falda Del Carmen,Falda del Carmen ,,,,,7,2,3,3,1,,3.571,170,210000
1508,,,Pdo. de Cordoba Capital,Cordoba,"Avellaneda 400, PH 1° piso",,,,,80,,3,2,,,580,280,181000
1509,,,Pdo. de Cordoba Capital,Cordoba,Celso Barrio al 1500 ,,,,,15,2,4,4,2,,1.300,380,680000
1510,,,Pdo. de Cordoba Capital,Cordoba,Country Cañuelas ,,,,,,1,3,2,1,,1.500,500,890000
1511,,,Córdoba,Jockey Club,Celso Barrios 1502. Country Jockey Club ,,,,,7,2,4,4,3,,1.300,540,700000
1512,Casa,,Córdoba,Arguello,Pozo de la Loma 6100 ,,,,,,,2,,,,228,111,36082
1513,Casa,,Córdoba,Rosedal ,LA PAZ 2530 ,,,,,,,3,2,,,264,160,110000
1514,Casa,,Pdo. de Calamuchita,Los Reartes,,,,,,2008,2,2,2,1,,450,180,
1515,,,Córdoba,Jardin Espinosa,SANTA MARTA ,,,,,18,2,4,2,1,,400,280,370000
1516,,,Countries y Barrios Cerrados Cordoba Capital,Altos de Manantiales,Altos de Manantiales ,,,,,,3,3,2,1,,,180,220000
1517,,,Pdo. de Colon,Rio Ceballos,"RUTA E 53 VILLA CATALINA 0, 27 13° piso",,,,,,,2,2,,,,,125000
1518,,,Pdo. de Cordoba Capital,Cordoba,CURUPAYTI 3500,,,,,,,2,1,,,,,100000
1519,,,Pdo. de Cordoba Capital,Cordoba,AV. SAN MARTIN 2000,,,,,50,,1,1,,,,,80000
1520,,,Pdo. de Colon,Rio Ceballos,"RUTA E53 - ALTOS VILLA CATALIN 0, MZ6 L10° piso",,,,,,,2,2,,,595,110,120000
1521,,,Pdo. de Cordoba Capital,Cordoba,"ALBERTO CECATO 0, COLONIA TIROLES° piso",,,,,,,2,1,,,,,51546
1522,,,Pdo. de Cordoba Capital,Cordoba,SAN LORENZO 200,,,,,4,,2,2,,,,,135000
1523,,,Pdo. de Cordoba Capital,Cordoba,AV. E. BODEREAU 8500,,,,,5,,2,1,,,,"                LA CATALINA (BARRIO CERRADO)  VENTA CASA 2 DORMITORIOS  E. BODEREAU 8500 – LA CATALINA – CÓRDOBA.    DETALLES DE LA PROPIEDAD  Entorno y localización:  VENTA CASA DE 2 DORMITORIOS, ubicada en barrio cerrado LA CATALINA, sobre la Avenida Bodereau al 8500, en la zona norte de la ciudad de Córdoba. A pocas cuadras del Paseo Rivera Indarte y de la ciudad de Villa Allende, una zona con amplios espacios verdes arbolados. Es una propiedad nueva, con una construcción moderna y de primera línea, y con todas los beneficios y servicios que ofrecen este tipo de urbanizaciones.   Especificaciones Técnicas:  - Sup. Terreno 190 / 100.  - Antigüedad: 4 años.  - 2 dormitorios con placard.  - Living / Cocina / Comedor integrados.  - Baño.  - Cochera pasante para 2 autos.  - Patio.  - Asador.    KOPAC RIZZETTI ABRATE, SERVICIOS INMOBILIARIOS. (0351) 152023890 | 153265291  Mirá más fotos de esta propiedad en goo.gl/HX1LPz  Fb: www.facebook.com/kopacrizzettiabrate  ENCONTRÁ MAS PROPIEDADES EN:   https://goo.gl/fao7Ne",120000
1524,,,Córdoba,Poeta Lugones,BUENAVENTURA LUNA 4500,,,,,,,2,2,,,,,130000
1525,,,Córdoba,Villa Belgrano,CARLOS NICOLLE 5900,,,,,11,,3,3,,,,,210000
1526,,,Pdo. de Cordoba Capital,Cordoba,CAMINO A LOS LINDEROS 0,,,,,7,,2,1,,,,,135000
1527,,,Pdo. de Cordoba Capital,Cordoba,Pasaje Las Higueras 0,,,,,,,2,1,,,,,90000
1528,,,Pdo. de Calamuchita,Los Reartes,"COSTANERA ESQ. 9 DE JULIO 0, LOS REARTE° piso",,,,,,,2,,,,,,600000
1529,,,Pdo. de Cordoba Capital,Cordoba,BORO 8100,,,,,,,2,1,,,,,110000
1530,Casa,,Pdo. de Punilla,Tanti,Tanti ,,,,,,,4,2,,,1.060,191,99900
1531,,,Pdo. de Cordoba Capital,Cordoba,H.YRIGOYEN 400,,,,,,,2,1,,,,,30927
1532,,,Pdo. de Cordoba Capital,Cordoba,VARAS 600,,,,,,,2,1,,,,,120000
1533,,,Córdoba,Marques De Sobremonte,JUAN B. NOBLE 100,,,,,38,,2,1,,,,,135000
1534,,,Pdo. de Cordoba Capital,Cordoba,AV. .CIRCUNVALACION 0,,,,,10,,2,2,,,,,145000
1535,,,Pdo. de Cordoba Capital,Cordoba,MARIA CURIE 2100,,,,,,,2,1,,,,,145000
1536,,,Pdo. de Cordoba Capital,Cordoba,Lago Azul 100,,,,,,,2,2,,,,,200000
1537,,,Pdo. de Cordoba Capital,Cordoba,GERVASIO MENDEZ 2200,,,,,,,3,2,,,,,250000
1538,,,Pdo. de Cordoba Capital,Cordoba,"SICILIA CASI RIO NEGRO 0, JARDINES DEL OLMO° piso",,,,,,,3,2,,,,,160000
1539,,,Córdoba,Villa Belgrano,Torricelli 5000,,,,,25,,3,3,,,,,180000
1540,,,Pdo. de Cordoba Capital,Cordoba,PAYADOR GODOY 4900,,,,,8,,3,2,,,,,280000
1541,,,Córdoba,Villa Belgrano,JUSTO LIEBIG 900,,,,,29,,3,2,,,,,240000
1542,,,Pdo. de Colon,Villa Allende,MALVINAS ARGENTINAS 1300,,,,,,,3,2,,,,,160000
1543,,,Pdo. de Cordoba Capital,Cordoba,"LOS CAROLINOS 0, HOUSING H2° piso",,,,,,,3,3,,,,,255000
1544,,,Pdo. de Cordoba Capital,Cordoba,NIDO DE ZORZALES 0,,,,,,,3,2,,,,,250000
1545,,,Córdoba,Marques De Sobremonte,DEL ACUEDUCTO 4100,,,,,33,,3,1,,,250,140,32216
1546,,,Pdo. de Cordoba Capital,Cordoba,MARCOS SASTRE 1100,,,,,23,,3,3,,,,,600000
1547,,,Pdo. de Cordoba Capital,Cordoba,AURELIANO BODEREAU 5800,,,,,,,3,3,,,,,480000
1548,,,Córdoba,Marques De Sobremonte,SUAREZ DE FIGUEROA 800,,,,,10,,3,2,,,,,220000
1549,Casa,,Pdo. de Calamuchita,La Cumbrecita,Remanso Negro ,,,,,5,,2,2,,,2.933,127,218000
1550,,,Pdo. de Cordoba Capital,Cordoba,FACUNDO QUIROGA 2900,,,,,,,3,1,,,,,165000
1551,,,Pdo. de Cordoba Capital,Cordoba,AV. DEL TRABAJO 1300,,,,,94,,3,1,,,,,160000
1552,,,Córdoba,Arguello,MONTUFAR Y CORONADO 7400,,,,,,,3,2,,,,,160000
1553,,,Pdo. de Cordoba Capital,Cordoba,LOS GRANADEROS 3100,,,,,44,,3,1,,,,,170000
1554,,,Córdoba,Villa Belgrano,TORRICELLI 5900,,,,,,,3,2,,,,,310000
1555,,,Pdo. de Cordoba Capital,Cordoba,"JUAN BAUTISTA ALBERDI 400, DESPEÑADEROS° piso",,,,,,,3,3,,,,,280000
1556,,,Pdo. de Cordoba Capital,Cordoba,"SICILIA 0, JARDINES DEL OLMO° piso",,,,,,,3,2,,,,,155000
1557,,,Córdoba,San Martin,Bv. Los Granaderos 2100,,,,,,,3,1,,,,,60000
1558,,,Pdo. de Cordoba Capital,Cordoba,Gregorio Velez 3700,,,,,35,,6,4,,,,,
1559,,,Pdo. de Cordoba Capital,Cordoba,Dean Funes 3300,,,,,,,2,,,,,,74000
1560,,,Pdo. de Cordoba Capital,Cordoba,San Cristobal 3000,,,,,,,3,1,,,,,61000
1561,,,Pdo. de Cordoba Capital,Cordoba,Florencio Sanchez 4100,,,,,,,2,2,,,,,57000
1562,,,Pdo. de Cordoba Capital,Cordoba,RICARDO PEDRONI 1300,,,,,,,3,2,,,,,230000
1563,,,Pdo. de Cordoba Capital,Cordoba,Pergamino 3400,,,,,,,3,2,,,,,95000
1564,,,Pdo. de Cordoba Capital,Cordoba,SARACHAGA 1400,,,,,,,2,,,,,,54123
1565,,,Pdo. de Cordoba Capital,Cordoba,A. DEL R. DE LA PLATA ESQ. V. 0,,,,,,,3,2,,,,,170000
1566,,,Córdoba,Arguello,FEDERICO HOPKINS 6200,,,,,32,,3,2,,,,,220000
1567,,,Pdo. de Cordoba Capital,Cordoba,Diaz de Solis 300,,,,,,,2,2,,,,,55000
1568,Casa,,Pdo. de Ischilin,Los Pozos,Sin Nombre 100,,,,,20,1,4,2,3,,10.000,205,195000
1569,Casa,,Pdo. de Colon,Rio Ceballos,Calle Pablo Neruda Rio Ceballos Cordoba ,,,,,,,1,1,,,352,70,45000
1570,,,Pdo. de Cordoba Capital,Cordoba,Entre Ríos 2000,,,,,,,3,2,,,,,96000
1571,,,Villa Allende,San Isidro,"Padre Luchesse 100, Manzana 13° piso",,,,,,,3,2,,,1.033,204,330000
1572,,,Pdo. de Colon,Villa Allende,Vigo 200,,,,,,,3,2,,,,,220000
1573,,,Pdo. de Cordoba Capital,Cordoba,FRANCISCO TAMBURINI 7000,,,,,,,3,1,,,,,110000
1574,,,Córdoba,Cerro De Las Rosas,JOSE ESTEBAN BUSTOS 1900,,,,,63,,3,2,,,270,144,140000
1575,,,Pdo. de Cordoba Capital,Cordoba,FACUNDO QUIROGA 2900,,,,,48,,3,1,,,,,150000
1576,,,Pdo. de Cordoba Capital,Cordoba,"Miguel Lillo 0, CAMPO DE VUELO° piso",,,,,,,3,2,,,,,168000
1577,,,Pdo. de Cordoba Capital,Cordoba,Cordoba 600,,,,,46,,4,2,,,,,100000
1578,,,Pdo. de Cordoba Capital,Cordoba,Bartolome Jaime 100,,,,,,,3,2,,,,,200000
1579,,,Pdo. de Cordoba Capital,Cordoba,GALICIA 2800,,,,,,,4,2,,,,,170000
1580,,,Pdo. de Cordoba Capital,Cordoba,Sebastian Gaboto 2200,,,,,,,4,2,,,,,120000
1581,,,Córdoba,Poeta Lugones,Romulo Carbia 2700,,,,,,,3,2,,,,,160000
1582,,,Pdo. de Cordoba Capital,Cordoba,Coligue 9200,,,,,46,,3,2,,,,,100000
1583,Casa,,Córdoba,San Salvador,La rioja 3786 cordoba ,,,,,,,4,2,,,630,220,198000
1584,,,Córdoba,Villa Rivera Indarte,E. Bodereau al 8700 ,,,,,2,,3,2,2,,250,135,155000
1585,,,Pdo. de Cordoba Capital,Cordoba,primero de mayo 600,,,,,,,3,,,,,,130000
1586,Casa,,Córdoba,Alberdi,DEAN FUNES esquina  PADRE LOZANO 0,,,,,67,,3,3,2,,247,287,
1587,Casa,,Córdoba,Arguello Norte,BOITENKO 8400,,,,,25,,4,1,1,,525,140,
1588,,,Pdo. de Cordoba Capital,Cordoba,Galan 0,,,,,,,2,1,,,,,70000
1589,,,Córdoba,San Martin,Bv. Los Granaderos 1500,,,,,50,,3,2,,,,,90000
1590,,,Córdoba,Arguello,Viracocha al 6300 ,,,,,40,,4,2,1,,340,213,170000
1591,Casa,,Córdoba,Maipu Seccion 1,Jose Manuel Isasa 1900,,,,,,,3,,,,,,230000
1592,,,Pdo. de Cordoba Capital,Cordoba,montecatini 3100,,,,,,,3,,,,,,130000
1593,Casa,,Córdoba,San Vicente,San Vicente 0,,,,,25,,3,1,3,,260,210,
1594,,,Pdo. de Cordoba Capital,Cordoba,Ricardo Rojas 9500,,,,,,,3,,,,,,120000
1595,,,Pdo. de Cordoba Capital,Cordoba,Espinosa Negrete 200,,,,,,,3,,,,,,190000
1596,,,Pdo. de Cordoba Capital,Cordoba,dias caballeros 6600,,,,,,,2,1,,,,,130000
1597,,,Córdoba,Poeta Lugones,POLO GIMENEZ 4600,,,,,40,,4,3,,,253,149,149000
1598,,,Pdo. de Cordoba Capital,Cordoba,San Martin 3500,,,,,45,,,,,,,,120000
1599,,,Rio Ceballos,Villa Catalina,PUBLICA 0,,,,,12,,3,2,,,2.000,300,300000
1600,Casa,,Villa Carlos Paz,Costa Azul,,,,,,6,2,4,4,2,,1.414,358,380000
1601,,,Pdo. de Cordoba Capital,Cordoba,"ARTURO ILLIA 0, 328 12° piso",,,,,16,,1,1,,,,,30927
1602,Chalet,,Villa Carlos Paz,Miguel Muñoz,Av 9 De Julio 0,,,,,15,2,4,2,1,,630,298,350000
1603,,,Pdo. de Cordoba Capital,Cordoba,Fader 4400,,,,,39,,4,4,,,,,280000
1604,,,Córdoba,Marques De Sobremonte,LUCIANO DE FIGUEROA 700,,,,,38,,5,2,,,560,326,300000
1605,,,Pdo. de Cordoba Capital,Cordoba,LOS ALGARROBOS 0,,,,,30,,3,2,,,,,270000
1606,,,Pdo. de Cordoba Capital,Cordoba,Publica 0,,,,,,,3,3,,,,,500000
1607,,,Pdo. de Cordoba Capital,Cordoba,CIUDAD DE ESTECO 3000,,,,,40,,3,2,,,,,140000
1608,Casa,,Pdo. de Calamuchita,Los Cocos,calle Publica y los Ceibos 100,,,,,,1,4,4,7,,3.610,290,450000
1609,,,Córdoba,San Vicente,Pasaje Ambrosetti al 1700 ,,,,,,,2,1,2,,192,100,66000
1610,Casa,,Pdo. de Punilla,Villa Carlos Paz,,,,,,10,2,4,2,1,,450,150,170000
1611,,,Pdo. de Cordoba Capital,Cordoba,JOSE MANUEL ESTRADA 2100,,,,,20,,3,2,,,,,260000
1612,,,Pdo. de Cordoba Capital,Cordoba,MANUEL CARDEÑOSA 2700,,,,,48,,2,1,,,,,105000
1613,Casa,,Pdo. de Punilla,Villa Parque Siquiman,VILLA PARQUE SIQUIMAN ,,,,,,,5,4,,,8.300,250,320000
1614,Casa,,Villa Carlos Paz,Malvinas,,,,,,30,2,3,2,1,,2.100,202,190000
1615,,,Pdo. de Cordoba Capital,Cordoba,PUBLICA 0,,,,,,,4,3,,,,,890000
1616,,,Córdoba,Poeta Lugones,JOSE LEON PAGANO 4700,,,,,,,2,1,,,170,93,126000
1617,,,Córdoba,Altos De San Martin,Tuyuti al 2600 ,,,,,,2,4,3,2,,500,310,230000
1618,Casa,,Pdo. de Punilla,Bialet Masse,Mirador Del Lago 500,,,,,,,2,1,,,1.303,165,195000
1619,Casa,,Córdoba,General Paz,Sarmiento 1144 ,,,,,,,,1,,,350,400,250000
1620,Casa,,Pdo. de Colon,Rio Ceballos,,,,,,,,3,,,,526,526,65000
1621,Casa,,Pdo. de Punilla,Cosquin,Cabañas Rio Yuspe ,,,,,7,,5,4,4,,900,227,92800
1622,,,Pdo. de San Javier,Piedra Pintada,Piedra Pintada ,,,,,,,3,2,1,,309,186,63000
1623,,,Córdoba,Maipu Seccion 2,Cleto Peña 1800,,,,,,,3,1,,,,,130000
1624,,,Pdo. de Cordoba Capital,Cordoba,Obispo Aresti 2000,,,,,,,5,4,,,,,300000
1625,,,Pdo. de Cordoba Capital,Cordoba,"Celso Barrios 1500, PB° piso",,,,,,,3,3,,,,,690000
1626,,,Pdo. de Cordoba Capital,Cordoba,Toledo de Pimentel 200,,,,,,,3,3,,,,,300000
1627,,,Pdo. de Cordoba Capital,Cordoba,Camino San Carlos 5000,,,,,,,3,3,,,,,380000
1628,Casa,,Córdoba,Jardin,Jose Javier Diaz ,,,,,,,3,1,,,260,127,149500
1629,,,Pdo. de Cordoba Capital,Cordoba,Enfermera Clermont 500,,,,,,,15,3,,,,,255000
1630,,,Pdo. de Cordoba Capital,Cordoba,lomas 0,,,,,12,,3,4,,,,,475000
1631,Chalet,,Pdo. de Punilla,Villa Carlos Paz,Av 9 De Julio ,,,,,5,2,3,3,1,,768,188,165000
1632,Casa,,Pdo. de Punilla,Bialet Masse,Del Viso 300,,,,,,1,2,1,1,,300,,70000
1633,,,Córdoba,General Paz,General Araóz de Lamadrid 100,,,,,,,3,2,,,,,110000
1634,Casa,,Pdo. de Punilla,Villa Parque Siquiman,,,,,,,,2,2,,,989,90,135000
1635,,,Pdo. de Cordoba Capital,Cordoba,Pedro Ignacio Bean 300,,,,,10,,6,3,,,,,230000
1636,Casa,,Córdoba,San Fernando,JOSE. J. DIAZ 352 ,,,,,,,4,2,,,195,240,150000
1637,,,Córdoba,Cerro De Las Rosas,victorino rodriguez al 1600 ,,,,,10,,4,3,,,355,240,190000
1638,,,Córdoba,Lomas de la Carolina,lomas de la carolina ,,,,,15,,3,5,,,1.600,400,650000
1639,Casa,,Pdo. de Colon,Juarez Celman,Los Robles 337 ,,,,,1,1,2,1,,,300,70,36082
1640,,,Córdoba,Cerro De Las Rosas,Victorino Rodríguez al 1700 ,,,,,34,,4,6,,,519,282,290000
1641,Casa,,Córdoba,Miralta,Barrio ,,,,,23,,4,3,,,406,200,64175
1642,,,Córdoba,Urca,martiniano leguizamon al 3800 ,,,,,3,,3,2,,,490,300,430000
1643,,,Pdo. de Punilla,Villa Carlos Paz,villa carlos paz ,,,,,,,3,2,,,1.601,270,260000
1644,,,Pdo. de Punilla,Tanti,colon al 100 ,,,,,5,,3,2,,,6.000,500,1
1645,,,Countries y Barrios Cerrados Cordoba Capital,Valle Escondido,av. republica china 100 ,,,,,,,3,4,,,940,385,520000
1646,,,Córdoba,Urca,andres ceballos al 3500 ,,,,,,,3,3,,,634,270,320000
1647,,,Córdoba,Cerro De Las Rosas,diaz de la peña al 4000 ,,,,,76,,5,4,,,2.100,400,1300000
1648,Casa,,Córdoba,Uocra,,,,,,,,,,,,355,,67000
1649,Casa,,Pdo. de Punilla,Villa Parque Siquiman,,,,,,,1,3,2,1,,1.649,152,170000
1650,,,Córdoba,Urca,gabriel real de azua  al 3700 ,,,,,27,,3,3,,,600,295,360000
1651,,,Pdo. de Punilla,San Antonio De Arredondo,"mayor casado, villa carlos paz ",,,,,10,,5,3,,,707,250,240000
1652,,,Córdoba,Tablada Park,Ortiz de Ocampo  al 4400 ,,,,,,,4,3,,,1.500,400,450000
1653,,,Córdoba,Urca,Country Barrancas ,,,,,7,,3,5,,,1.050,620,1000000
1654,,,Córdoba,Urca,marcos sastre  al 1700 ,,,,,24,,3,3,,,406,375,350000
1655,Casa,,Pdo. de Cordoba Capital,Villa Allende,Cerro Mercedario 800,,,,,,1,2,1,1,,250,90,59000
1656,Casa,,Pdo. de Cruz Del Eje,San Marcos Sierra,Callejon Los Duendes S/N ,,,,,,,10,9,9,,3.200,342,275000
1657,Casa,,Córdoba,Renacimiento,domingo french 4934 ,,,,,,,3,2,,,312,176,21134
1658,Casa,,Córdoba,1 De Mayo,Tinogasta 5532 - B° Amp. 1° de MAYO ,,,,,,,2,,,,135,98,15463
1659,,,Córdoba,Urca,Pelagio Luna  al 3800 ,,,,,25,2,3,3,,,432,314,330000
1660,,,Pdo. de Punilla,San Antonio De Arredondo,MALVINAS ARGENTINAS 400,,,,,,,2,2,,,,,140000
1661,,,Countries y Barrios Cerrados Cordoba Capital,Claros del Bosque,Duplex Claros del Bosque Village II ,,,,,,2,3,2,2,,180,165,190000
1662,,,Córdoba,Urca,guadarrama al 600 ,,,,,10,2,4,4,,,1.500,380,390000
1663,Casa,,Córdoba,Residencial Oeste,- BARRIO RESIDENCIAL OESTE.- ,,,,,,,4,2,,,200,130,43814
1664,Casa,,Pdo. de Colon,Mendiolaza,Los Chimangos 320 ,,,,,,,4,4,,,1.350,340,267000
1665,Duplex,,Córdoba,Urca,,,,,,15,,3,3,,,220,165,195000
1666,,,Córdoba,Las Rosas,nazareth al 3200 ,,,,,11,,3,4,2,,802,360,450000
1667,,,Córdoba,Cerro De Las Rosas,Gregorio Matorras  al 3500 ,,,,,,,4,3,,,310,210,140000
1668,,,Córdoba,Cerro De Las Rosas,Av. Fernando Fader 4418 ,,,,,,,4,3,2,,450,340,290000
1669,,,Countries y Barrios Cerrados Cordoba Capital,Claros del Bosque,Duplex Claros del Bosque Village II ,,,,,,2,3,2,2,,180,165,190000
1670,Casa,,Córdoba,Juniors,Larrea1578 ,,,,,96,,3,2,,,300,200,
1671,,,Córdoba,Cerro De Las Rosas,rafael nuñez  al 3400 ,,,,,38,,3,4,,,600,500,450000
1672,Casa,,Pdo. de Punilla,Villa Giardino,Fassi s/n ,,,,,,,4,3,2,,5.000,300,398000
1673,,,Córdoba,Urca,jose otero al 1100 ,,,,,27,,3,4,2,,410,277,270000
1674,,,Córdoba,Parque Chacabuco,- ,,,,,,,4,5,,,566,431,350000
1675,Casa,,Córdoba,Guiñazu,IBAR SEGURA FUNES - 9036 - GUIÑAZU ,,,,,,,2,1,,,326,154,43814
1676,Casa,,Pdo. de Colon,Rio Ceballos,Castelli 20 ,,,,,,,3,4,,,3.069,220,199900
1677,Casa,,Córdoba,Ameghino Sud,Bernardo Housey 2067 ,,,,,,,2,1,,,315,100,58762
1678,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Chacabuco y Juan B. Bustos 0,,,,,20,,3,3,1,,,183,
1679,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Cafrune y Berrino 0,,,,,5,,2,2,1,,120,120,59278
1680,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Av. 9 de Septiembre 200,,,,,70,,6,2,2,,399,286,
1681,Departamento,,Pdo. de Tercero Arriba,Rio Tercero,Ayacucho 1000,,,,,30,,3,2,,,,,38659
1682,,,Córdoba,General Paz,Sarmiento 1600,,,,,25,,4,4,,,,,1
1683,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Libertad 500,,,,,45,,3,2,1,,147,201,
1684,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Intendente Abrile 300,,,,,20,,3,2,,,194,114,
1685,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Blanco Encalada 800,,,,,30,,2,1,,,300,90,
1686,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Alberdi 500,,,,,,,3,3,2,,200,238,
1687,Triplex,,Córdoba,Arguello,Chacal 9272 ,,,,,,,3,2,,,200,200,64432
1688,Casa,,Pdo. de Punilla,Santa Maria De Punilla,F Fader 1000,,,,,,1,3,1,1,,300,57,30927
1689,Triplex,,Córdoba,Arguello,Chacal  9276 ,,,,,,,3,2,,,675,675,103092
1690,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Enrique Mosconi 0,,,,,,,3,1,1,,350,220,100000
1691,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Cervantes 700,,,,,40,,3,2,1,,315,160,
1692,Casa,,Pdo. de San Alberto,Villa Cura Brochero,cura brohero ,,,,,11,,15,,,,2.400,650,950000
1693,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Guillermo Marconi 900,,,,,60,,2,1,1,,260,120,
1694,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Alsina y Mitre 0,,,,,60,,2,1,1,,300,220,
1695,,,Pdo. de Colon,Agua De Oro,San Vicente ,,,,,15,1,3,2,2,,674,115,92500
1696,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Dean Funes 200,,,,,50,,2,1,,,500,100,
1697,Casa,,Pdo. de Tercero Arriba,Corralito,,,,,,,,2,2,,,2.000,193,51546
1698,Casa,,Pdo. de Tercero Arriba,Rio Tercero,BALCARCE Y CHAZARRETA 0,,,,,,,2,1,,,300,100,48969
1699,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Av. Gral. Savio 1250 0,,,,,,,3,1,,,360,149,
1700,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Ayacucho 1000,,,,,,,3,2,,,256,184,140000
1701,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Río Dulce 1000,,,,,,,2,,,,275,64,25773
1702,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Marin Marotto 0,,,,,,,2,,,,350,134,80000
1703,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Alesio 0,,,,,21,,3,1,,,238,147,
1704,Duplex,,Pdo. de Tercero Arriba,Rio Tercero,Castelli y Monteagudo 0,,,,,4,,2,2,,,121,121,
1705,Casa,,Pdo. de Calamuchita,Santa Rosa De Calamuchita,Viedma y Formosa 0,,,,,,,2,,,,360,128,
1706,Casa,,Pdo. de Calamuchita,Embalse,CLUB NÁUTICO RÍO TERCERO 0,,,,,,,2,,,,,,25773
1707,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Leopoldo Lugones 0,,,,,,,3,2,1,,255,135,72164
1708,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Mendoza 0,,,,,,,3,,,,1.000,155,
1709,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Belgrano 800,,,,,24,,3,2,1,,257,180,260000
1710,Casa,,Pdo. de Tercero Arriba,Rio Tercero,V. SARFIELD 300,,,,,,,3,3,1,,385,291,620000
1711,Casa,,Pdo. de Tercero Arriba,Rio Tercero,LAS HERAS 400,,,,,,,3,1,1,,512,136,65000
1712,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Avellaneda y Roldán 0,,,,,,,3,,,,262,90,
1713,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Hipólito Irigoyen 0,,,,,,,2,1,1,,176,124,72164
1714,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Av. Pío X 0,,,,,,,2,2,,,700,293,
1715,Casa,,Pdo. de Tercero Arriba,Rio Tercero,Larralde 0,,,,,,,2,,,,280,112,
1716,Casa,,Pdo. de Tercero Arriba,Rio Tercero,AV. 9 DE SEPTIEMBRE 100,,,,,,,3,3,1,,455,302,190000
1717,Casa,,Pdo. de Tercero Arriba,Rio Tercero,GRAL. ROCA Y CHACABUCO 0,,,,,20,,2,1,,,206,160,100000
1718,Casa,,Pdo. de Tercero Arriba,Almafuerte,BARRANCAS GOLF CLUB 0,,,,,,,3,3,,,1.249,198,250000
